index,dataset,doc_id,seg_id,source_text,reference_english,translated_text,input_tokens,output_tokens,cost
20,newstest2018.zh-en.xml,cctv_news_1217,440,我国空间科学卫星系列的首发星，同时也是世界上首颗暗物质粒子探测卫星悟空,"The first satellite in China's space science satellite series and the world's first dark matter particle detection satellite, Wukong,","The first satellite in China's space science satellite series, and also the world's first dark matter particle explorer.",37,24,0.000000
21,newstest2018.zh-en.xml,014_wemedia,5,比赛结束后，队长江措表示，他希望通过参加比赛积累经验，为西藏的篮球事业尽力。,"After the competition ended, captain Jiang Cuo said that he hoped to gain experience from taking part in the competition, and do his best for Tibetan basketball.","After the game, team captain Jiang Cuo expressed his hope that by participating in the competition, he could gain experience and contribute his best to the development of basketball in Tibet.",42,35,0.000000
22,newsdev2017.zh-en.xml,abcnews.199680,12,反对者们则表示，他们担忧该州将通过这两条隧道从萨克拉门托河以及旧金山湾中分流太多的水，从而对加利福尼亚州北部造成损害，并进而威胁那里物种的生存。,"Opponents say they fear the state will use the tunnels to divert too much water from the Sacramento River and San Francisco Bay, harming Northern California and further endangering native species there.","Opponents, however, express concern that the state will divert too much water from the Sacramento River and the San Francisco Bay through these two tunnels, thereby causing harm to Northern California and threatening the survival of species there.",71,43,0.000000
23,wmttest2023.zh-en.xml,grocery-3-zh_0192439-140,5,还有拍下时提示二十几号到，这个是14号收到的，我第一次在这里海外购，只是把自己的疑惑写下来，或许这都是正常的？,"When I shot the picture, there was also a notification indicating it would arrive on the 20th, on the 14th, I got this one, this is my first buy from abroad, I simply noted my reservations, perhaps this is typical?","Also, when I placed the order, it indicated it would arrive around the 20th, but I received it on the 14th. This is my first time making an overseas purchase here; I’m just writing down my questions, perhaps this is all normal?",52,57,0.000000
24,newstest2018.zh-en.xml,124_content_27676754,1,据剧组一名演员透露，张末在现场是个心思细腻的人，从群众演员到服化道，方方面面都要亲自盯到位。,"According to an actor in the cast, Zhang Mo is attentive to detail at the set. He would personally attend to every aspect at the set, from the extras to costume and makeup.","According to an actor in the crew, Zhang Mo is a detail-oriented person on set, personally overseeing everything from background actors to costumes, makeup, and props.",48,33,0.000000
25,newstest2020.zh-en.xml,chinanews.com.102645,12,报道指出，新版《庇护与移民法》已经颁布一年，它导致执政党内部意见分歧，但同时又无法安抚右派反对党。,"As reported, the new version of the Asylum and Immigration Act has been enacted for a year, leading to dissension within the ruling party and failure to appease the right-wing opposition party.","The report points out that a year after the new Asylum and Immigration Act was enacted, it has caused divisions within the ruling party while failing to appease opposition parties on the right.",55,35,0.000000
26,wmttest2023.zh-en.xml,gb-2,4,表 3 中没有指明的四字节人码位分配见 6.3。,See 6.3 for the task of four-byte human code focuses not indicated in Table 3.,See 6.3 for the assignment of four-byte character code points not specified in Table 3.,36,22,0.000000
27,newstest2017.zh-en.xml,ifeng0812.news.49766540_0,4,数据显示，最近１０年里，新西兰年均移民净流入数量为２.１８万人，年均人口自然增长数量为３.２３万人。,"Data shows that in the last 10 years, the average annual net inflow of immigrants in New Zealand is 21,800, with natural population growth of 32,300 people.","Data shows that over the past decade, New Zealand has had an average annual net migration inflow of 21,800 people and an average annual natural population increase of 32,300 people.",52,44,0.000000
28,newstest2021.zh-en.xml,voa-voachinese.2104,8,维吉尼亚州的阿灵顿县星期五也加入了诉讼。,"On Friday, Virginia’s Arlington County also joined the lawsuit.","Arlington County, Virginia, also joined the lawsuit on Friday.",32,13,0.000000
29,wmttest2022.zh-en.xml,xinhua-zh-01.104145,12,这项发明在今年第44届瑞士日内瓦国际发明展中获得银奖。,"This invention was awarded with a golden prize in the 44th International Exhibition of Inventions in Geneva, Switzerland in this year.",This invention won a silver medal at the 44th International Exhibition of Inventions of Geneva in Switzerland this year.,37,24,0.000000
30,newsdev2017.zh-en.xml,peopledaily0812.energy.c71661-28631514,16,业内人士表示，核电站项目不仅有助于英国民众降低用电成本，而且将拉动当地经济、带动就业。,"According to insiders, projects of nuclear power stations are instrumental in the reduction of electricity cost for the British public, while at the same time driving local economy and employment.",Industry insiders state that nuclear power plant projects will not only help the British public lower their electricity costs but will also stimulate the local economy and create jobs.,43,30,0.000000
31,newsdev2017.zh-en.xml,ifeng0812.news.49767923_0,3,双方还将共同打造农村电子商务全国性示范城市，推动产业结构调整和优化升级。,"The two parties will also jointly make Leting a national demonstrative city for rural e-commerce and facilitate the adjustment, optimization and upgrading of the county's industrial structure.","The two sides will also work together to build model cities for rural e-commerce nationwide, promoting the adjustment and optimization of the industrial structure.",36,28,0.000000
32,newstest2021.zh-en.xml,chinanews.com.229793,2,2020-07-26 20:26:01 来源：中国新闻网 作者：岳川 责任编辑：岳川,2020-07-26 20:26:01 Source: chinanews.com Writer: Yue Chuan Editor Yue Chuan,2020-07-26 20:26:01 Source: Chinanews.com Author: Yue Chuan Editor: Yue Chuan,52,36,0.000000
33,newstest2019.zh-en.xml,qq.com.240,14,无数英烈以鲜血浇灌理想，用生命践行信仰，铭记他们的英名，传承他们的精神，就是守护民族的根与魂。,"Countless heroes and martyrs enrich ideals with blood, practice faith with life. To remember their names and inherit their spirit, is to protect the nation's root and soul.",Countless heroes sacrificed their blood to nourish their ideals and gave their lives to practice their beliefs. Remembering their names and carrying forward their spirit is to safeguard the roots and soul of our nation.,51,38,0.000000
34,newstest2019.zh-en.xml,chinanews.com.1625,7,只因过去生活在这座城市的人们饱受雾霾之苦，由此格外渴盼蓝天，而在北京打响“蓝天保卫战 ” ， 持续改善空气质量后，雾霾变少，蓝天增多，民众看在眼里喜在心上，获得的幸福感也是格外有份量。,"That's because they had been suffering from the fog and haze in this city in the past. They looked forward to the blue sky eagerly. After starting the ""Blue Sky Protection Campaign"" in Beijing to continuously improve the air quality, there were less fog and haze, but more blue skies. The residents were joyful to see this. And they felt so happy with it.","Because people living in this city had long suffered from the misery of smog, they yearned for blue skies all the more. Now that Beijing has launched its ""Defend the Blue Sky"" campaign and continuously improved air quality, the reduction in smog and the increase in blue skies are plain for all to see and a source of genuine joy, bringing the public a sense of happiness that feels particularly meaningful.",87,80,0.000000
35,newstest2017.zh-en.xml,sina0812.tech.doc-ifxuxnai9861987-p3,1,自iPhoneSE惊艳亮相之后，手机市场也迎来了小屏机的热潮。,"Since the stunning debut of iPhoneSE, the mobile phone market also ushered in a small screen machine boom.","Following the stunning debut of the iPhone SE, the smartphone market has experienced a surge in popularity for small-screen devices.",35,24,0.000000
36,wmttest2023.zh-en.xml,digital_ebook_purchase-3-zh_0263846-153,5,举例既有国内的又有国外的;既有知名企业家或销售员又有名不见经传的人。,"There are both domestic and foreign entrepreneurs or salespeople, for example, as well as unknown individuals.","The examples include both domestic and international cases, featuring both well-known entrepreneurs or salespeople and those who are relatively unknown.",41,24,0.000000
37,wmttest2022.zh-en.xml,social_zh_weibo.com_148754204,9,生理期前由于子宫充血和前列腺素释放过多，容易拉肚子。,Girls may have loose bowels before the menstruation due to metryperemia and too much release of prostaglandin.,"Due to uterine congestion and the excessive release of prostaglandins before menstruation, it is common to experience diarrhea.",37,20,0.000000
38,newsdev2017.zh-en.xml,ifeng0812.news.49765487_0,4,现在我们打算用水泥浇筑堤坝，这样防洪护岸会更坚固，可以抵御50年一遇的洪水。”,"We're now planning to infill the dam with cement, and the flood prevention bank will be solid enough to withstand the worst flooding in 50 years.""","We now plan to reinforce the embankment with poured concrete, which will make the flood defenses more robust and capable of withstanding a 50-year flood.",47,32,0.000000
39,newstest2018.zh-en.xml,alibaba_web_data_20180124,225,区别于传统的大卖场、超市，盒马鲜生在很多消费者眼里是一家好玩好吃的“网红店”，甚至有中介机构打出了“盒区房”的概念。,"Unlike traditional hypermarkets and supermarkets, Hema Supermarket is, in the eyes of many consumers, a popular Internet store that is fun and has good food. Some intermediaries have even come up with the concept of “He district housing” (housing within a 3km radius of a Hema Supermarket).","Different from traditional hypermarkets and supermarkets, Hema Fresh is seen by many consumers as a fun and delicious ""internet-famous store,"" with some agencies even coining the concept of ""Hema-adjacent housing.""",57,43,0.000000
40,newstest2018.zh-en.xml,004_3810009,1,截至当日收盘，纽约商品交易所2016年8月交货的轻质原油期货价格上涨2.04美元，收于每桶46.80美元，涨幅为4.56%。,The price of light crude oil futures for August 2016 ended the day up US$2.04 or 4.56% at US$46.80 pbl on the New York Mercantile Exchange.,"As of the market close, the price of light sweet crude oil futures for August 2016 delivery on the New York Mercantile Exchange rose by $2.04 to settle at $46.80 per barrel, an increase of 4.56%.",66,56,0.000000
41,wmttest2023.zh-en.xml,chinanews.com.280817,19,(人民日报 记者 颜 欢),(People's Day by day columnist Yan Huan),(People's Daily Reporter Yan Huan),27,9,0.000000
42,newstest2017.zh-en.xml,sina0812.news.doc-ifxuxnpy9305340,12,如，四川要求，各地公安派出所或者受委托的社区服务机构要严格执行核定的收费项目及收费标准，坚决禁止超范围、超标准收费或搭车收费。,"For example, Sichuan required the local police stations or commissioned community service agencies shall strictly enforce the approved fees and charges standard and resolutely prohibit over-range, over-standard fees or ride fees.","For example, Sichuan requires that local public security police stations or authorized community service agencies strictly implement approved charging items and standards, and strictly prohibits charging beyond the scope or standard, as well as piggyback charging.",57,41,0.000000
43,newstest2021.zh-en.xml,xinhua-zh-01.120581,4,九江市浔阳区人武部副部长王辉说，受洪灾影响，他们从25日开始，集中3天时间组织应征青年体检。,"Wang Hui, the vice director of the People’s Armed Forces Department of Xunyang District, Jiujiang City, Jiangxi Province, said that influenced by the flooding, they would organize physical examinations for the young people to be recruited within three days of July 25th.","Wang Hui, deputy head of the People's Armed Forces Department of Xunyang District, Jiujiang City, said that due to the impact of the floods, they began organizing physical examinations for young recruits on the 25th, concentrating the work over three days.",54,55,0.000000
44,newstest2019.zh-en.xml,chinanews.com.9951,8,展示的成果创新活跃、应用范围广、辐射带动作用大，反映了当时全球互联网领域最新、最重要的科技成果突破，体现了网络信息领域发展的速度和未来前景。,"The achievements exhibited are innovative, dynamic, widely applied and radiation-driven, reflecting the latest and most important breakthroughs of scientific and technological achievements in the global Internet field at that time, and reflecting the speed and future prospects of the development of the network information field.","The exhibited achievements are characterized by active innovation, a wide range of applications, and a significant radiating and driving effect; they reflect the latest and most important technological breakthroughs in the global Internet field at the time, and embody both the speed of development and the future prospects of the cyber information sector.",55,58,0.000000
45,wmttest2022.zh-en.xml,ecommerce_zh_jd.com_93697042,1,小编为大家带来欧米茄机械对表哪款好？,I’ll introduce which is the best pair of OMEGA mechanical watches?,Which Omega mechanical couple's watch is the best? Here is our recommendation.,29,16,0.000000
46,newstest2018.zh-en.xml,sogou_web_data_20180206,77,在嘉年华的现场，市民们除了可以选购心仪的农产品之外，还可参观展览区展出的本地特选新鲜农作物及幼鱼。,"At the carnival, in addition to being able to shop for the agricultural produce of their choice, residents can also visit the special selection of local fresh agricultural produce and fish fry on display at the exhibition area.","At the carnival, in addition to purchasing their favorite agricultural products, citizens can also visit the exhibition area to see a selection of fresh local produce and young fish on display.",53,34,0.000000
47,newstest2017.zh-en.xml,reuters.165952,5,两人2015年缴纳了20.3%的联邦税。,They paid a federal effective tax rate of 20.3 percent in 2015.,The two paid 20.3% in federal taxes in 2015.,33,19,0.000000
48,newstest2020.zh-en.xml,nhan_dan-zh.330,5,欧盟委员会主席让-克洛德•容克表示，加强对接是上述主张的一部分，因为其给有关各国人民及经济带来利益。,President of the European Commission Jean-Claude Juncker said that enhanced cooperation was part of the above-mentioned proposition because it benefitted the peoples and economies of the countries concerned.,"European Commission President Jean-Claude Juncker stated that strengthening connectivity is part of the aforementioned proposal, as it benefits the peoples and economies of the countries involved.",49,31,0.000000
49,newstest2020.zh-en.xml,chinanews.com.102737,6,据介绍，8克圆形金质纪念币为普制币，含纯金8克，直径22毫米，面额100元，成色99.9 % ， 最大发行量10000枚。,"The 8-gram round gold commemorative coin is a bullion coin containing 8 grams of gold that is 22 mm in diameter and has a face value 100 yuan, a purity of 99.9%, and a maximum circulation of 10,000 coins.","According to the introduction, the 8-gram round gold commemorative coin is a bullion coin, containing 8 grams of pure gold, with a diameter of 22 millimeters, a face value of 100 yuan, a fineness of 99.9%, and a maximum mintage of 10,000 pieces.",68,71,0.000000
50,newstest2018.zh-en.xml,dailymail.co.uk.233026,25,证据表明作为我们预防艾滋病毒和止传播这种致命的感染疾病的方法的一部分，这种药物可以带来怎么样的变革。,The evidence shows just how transformative this drug can be as part of our approach to HIV prevention and ending the transmission of this life-changing infection.,Evidence suggests how transformative this drug can be as part of our approach to preventing HIV and halting the spread of this deadly infectious disease.,43,26,0.000000
51,newstest2019.zh-en.xml,chinanews.com.9912,15,使馆将始终本着“以人为本”原则，持续关注此事，推动蒙方继续全力搜救，并为当事人家属提供最大限度的协助。,"The embassy would always follow the principle of ""people first"", sustain attention to this matter, push the Mongolian side to continue the all-out search and rescue operation and provide maximum assistance to the two persons' families.","The Embassy will always uphold the principle of ""people-first,"" continue to pay close attention to this matter, urge the Mongolian side to keep up full-scale search and rescue efforts, and provide maximum assistance to the families involved.",52,46,0.000000
52,newstest2017.zh-en.xml,cbsnews.146232,21,尽管拜尔斯坚称自己在常年占据冠军宝座的过程中并没有计划未来，但事实不完全是这样的。,"While Biles insisted she's never looked ahead during her long run at the top, that's not exactly true.","Although Biles insists that she did not plan for the future while occupying the champion's throne for years, the reality is not entirely that way.",42,30,0.000000
53,wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-168_doc03,1,我又在#PRS_ORG#对面等,Then I waited opposite to #PRS_ORG#.,I am waiting across from #PRS_ORG# again.,26,12,0.000000
54,newstest2021.zh-en.xml,voa-voachinese.2098,23,刘易斯的遗体将被运送到阿拉巴马州的首府蒙哥马利。,"Then, Lewis’s remains will be shipped to Alabama’s capital city Montgomery.","Lewis's body will be transported to Montgomery, the capital of Alabama.",35,15,0.000000
55,newsdev2017.zh-en.xml,foxnews.68173,6,然而现在，当需要反对派施加比以往更多压力以在今年促成公民投票之时，并非全国人民都表现出同样的热情。,"Yet now, when the opposition needs to apply more pressure than ever to make the referendum happens this year, people across the country are not showing the same energy.","Yet now, when the opposition needs to exert more pressure than ever to bring about a referendum this year, not all the people across the country are showing the same level of enthusiasm.",49,36,0.000000
56,newstest2018.zh-en.xml,sogou_web_data_20180206,36,这项研究由澳大利亚国立大学开展，完整结果发表在本月的英国《科学报告》杂志上。,This study was conducted by the Australian National University. The full results were published in this month’s UK based “Scientific Reports” magazine.,"The research was conducted by the Australian National University, and the full results were published in this month's issue of the British journal *Scientific Reports*.",38,30,0.000000
57,newstest2021.zh-en.xml,voa-voachinese.2105,9,星期五，成千上万的波兰人(其中大部分是妇女)在华沙和其他一些城市举行反对退出公约的抗议。,"On Friday, thousands of Polish people (mostly women) protested against withdrawing from the convention in Warsaw and other cities.","On Friday, thousands of Poles, most of them women, held protests in Warsaw and several other cities against withdrawing from the convention.",49,26,0.000000
58,newstest2020.zh-en.xml,nikkei-.111,1,9月26日，百度宣布，在湖南省长沙市的特定公路上启动无人操作的“4级”完全自动驾驶出租车队Robotaxi的试运营。,"On September 26, Baidu announced that it would start trial operations of an unmanned “Level 4” full self-driving Robotaxi taxi fleet on certain roads in Changsha, Hunan Province.","On September 26, Baidu announced the launch of a trial operation for its Level 4 fully autonomous robotaxi fleet on designated roads in Changsha, Hunan Province.",54,35,0.000000
59,newstest2018.zh-en.xml,sogou_web_data_20180206,15,作为消费者权益保护的专门组织，中国消费者协会今年3月份和12月份两次约谈了共享单车企业。,"As a special organization protecting the interests of consumers, China Consumers Association met for talks with bike sharing enterprises in March and December this year.","As a specialized organization for the protection of consumer rights, the China Consumers Association held talks with bike-sharing companies twice, in March and December of this year.",44,32,0.000000
60,newstest2017.zh-en.xml,bbc.242405,6,那段时间，品牌策略师使用‘RBS’来保护其它消费金融品牌。,"During that time, brand strategists have used 'RBS' to protect other consumer finance brands.","During that period, brand strategists used 'RBS' to protect other consumer finance brands.",35,19,0.000000
61,wmttest2023.zh-en.xml,jingji_guancha_bao-zh-01.22009,14,在劳动力市场供需紧张，紧缩政策影响不明的情况下，我们认为美联储年末对于加息的指引是相对合理的，市场极端预期的调整和交易的拥挤或将对市场产生一定伤害。,"In the case of tight labor market supply and demand, the impact of tightening policy is unknown, we believe that the Fed's year-end guidance on rate hikes is relatively reasonable, the adjustment of extreme market expectations and the crowded trading may cause some harm to the market.","Given the tight supply and demand in the labor market and the uncertain impact of tightening policies, we believe the Federal Reserve's year-end guidance on interest rate hikes is relatively reasonable; adjustments to extreme market expectations and crowded trades may cause some harm to the market.",65,53,0.000000
62,newstest2018.zh-en.xml,euronews-en.117981,11,英国警方已经表示，他们认为伦敦格伦费尔大楼的隔热和覆面板系统的问题可能是导致 6 月份火迅速蔓延的原因，这场大火造成约 80 人死亡大。,"In the UK, police have said they believe the system of insulation and cladding panels on London's Grenfell Tower may have contributed to the rapid spread of a fire there in June in which some 80 people died.","British police have stated that they believe the insulation and cladding system of the Grenfell Tower in London likely contributed to the rapid spread of the fire in June, which killed about 80 people.",62,39,0.000000
63,newsdev2017.zh-en.xml,ifeng0812.news.49766292_0,8,报道称，日美之所以急于接近杜特尔特，是由于菲律宾正加紧推动与中国的双边磋商。,"According to the report, the reason why both Japan and the US are eager to keep close touch with Duterte is that the Philippines is intensifying its effort to enhance the bilateral negotiation with China.",The report states that the reason Japan and the U.S. are anxious to draw closer to Duterte is that the Philippines is stepping up efforts to push forward bilateral consultations with China.,45,36,0.000000
64,wmttest2023.zh-en.xml,baby_product-4-zh_0646696-122,2,整个杯子的颜色是我狠喜欢的，橘红色，虽然我家是男宝，但是还是觉得橘红配黄色很亮眼。,"The color of the entire cup is my favorite, orange red, and even though my family is all boys, I believe orange red and yellow are extremely appealing.","I really love the color of the cup, orange-red. Even though I have a baby boy, I still think that the combination of orange-red and yellow is very eye-catching.",44,39,0.000000
65,newstest2018.zh-en.xml,msnbc.53731,12,牛津大学萨默维尔学院发言人在电子邮件声明中表示：“我们一直与英国警方保持联系，随时准备按需协助美国调查机构。”,"A spokesperson for the university and Somerville College said in an emailed statement that, ""We have been in contact with the police in the UK and are ready to help the US investigating authorities in any way they need.""","A spokesperson for Somerville College, Oxford, stated in an email, ""We remain in contact with UK police and stand ready to assist US investigative authorities as required.""",48,32,0.000000
66,newstest2018.zh-en.xml,cctv_news_1117,464,报告运用生动鲜活的数据、案例，系统透彻、深入浅出，在现场听众中引起强烈反响。,"The report uses vivid data and cases to get the message across in a systematic and easy-to-understand manner, triggering strong resonance among the audience.","The report, with its vivid data and case studies, was systematic, thorough, and easy to understand, evoking a strong response from the audience.",45,29,0.000000
67,newstest2017.zh-en.xml,ifeng0812.news.49766908_0,16,第二，要想在今年年内完成今年的去产能任务，我们还是要充分发挥行政监督和行政监察的力量。,"Second, in order to complete this year's overcapacity cut task within this year, we must give full play to the power of administrative supervision.","Second, to complete this year's capacity reduction targets within the year, we must fully leverage the power of administrative oversight and administrative inspection.",41,28,0.000000
68,newsdev2017.zh-en.xml,ifeng0812.news.49768102_0,2,"驾驶员下车后,一再表示刹车不好用,民警上前检查发现这辆车的刹车确实不好用,民警对驾驶员的行为进行了批评,并查扣了这辆机动三轮车。","After the driver got off the vehicle, he repeatedly emphasized that the brake did not work well. The policeman went up to check the brake and found it really did not work well. But the policeman criticized the driver on his behavior and detained the motor tricycle.","After getting out of the vehicle, the driver repeatedly claimed that the brakes were not working properly. Upon inspection, the police officer confirmed that the brakes were indeed faulty. The officer criticized the driver for his actions and impounded the motorized tricycle.",65,48,0.000000
69,newsdev2017.zh-en.xml,ifeng0812.news.49767894_0,2,事情发生在匹兹堡中午时间，孩子送往医院时还能和家人说话，目前还不清楚具体的伤势。,The accident took place at noon in Pittsburgh. The boy could still talk with his family members when he was sent to the hospital. Details about his injury are still unclear.,"The incident occurred around noon in Pittsburgh. The child was able to talk to family members while being transported to the hospital, and the specific extent of the injuries is not yet clear.",41,36,0.000000
