Unnamed: 0,Question,A,B,C,D,Answer,Subject,Subcategory
72,环节动物和节肢动物相似之处在于两门的成员都,具有分节的身体,具有封闭的循环系统,通过湿润的膜扩散进行气体交换,具有发达的感觉器官,A,college_biology,biology
60,尽管突变发生率有规律性且可预测，但以下哪种说法最不可能是突变频率似乎较低的原因？,一些突变产生的等位基因是隐性的，可能不会表达。,一些不良表型性状可能无法繁殖。,一些突变会引起非常剧烈的表型变化，导致基因库中将其移除。,可预测的突变发生率导致基因库持续变异。,D,high_school_biology,biology
140,在真菌中，细胞壁由以下哪种物质加固？,几丁质,硅,木质素,胶原纤维,A,college_biology,biology
208,非洲肺鱼常生活在不流动的小淡水池中。其鳃减少，与其他鱼类的不同之处是呼吸空气。不同之处还包括非洲肺鱼排出的氮废物为尿素而不是氨。以下哪种说法正确地解释了这如何对肺鱼有利？,尿素不溶于水并沉于小水池底部。因此，鱼与有毒物质分隔开。,氨有剧毒，会危及栖息在小水池中的肺鱼。,小水池中的其他鱼可使用尿素作为能源来源。,剧毒尿素使小水池不适合竞争对手生存。,B,high_school_biology,biology
172,以下哪项导致根据同源蛋白的氨基酸序列确定不同物种进化相关性的准确性通常不如根据同源基因的核苷酸序列确定相关性？,沉默突变,基因重复,改变基因序列的易位事件,交叉互换,A,high_school_biology,biology
55,在一项实验中，对两栖动物受精卵的第一个卵裂面进行了处理，使得灰色新月体只存在于第一次卵裂产生的两个卵裂球中的一个中。然后将两个卵裂球分离。卵裂球的预期结局是什么？,带有灰色新月体的卵裂球会比没有灰色新月体的卵裂球更快生长。,带有灰色新月体的卵裂球会形成一个完整但较小的胚胎。,没有灰色新月体的卵裂球会形成一个完整但较小的胚胎。,带有灰色新月体的卵裂球会在第二次卵裂前停止分裂并死亡。,B,college_biology,biology
24,以下哪项不正确,甲状腺素可增加代谢率,胰岛素可减少糖原储存,加压素可刺激肾脏对水的重吸收,肾上腺素可增加血糖水平和心率,B,high_school_biology,biology
85,一只灰色羽毛公鸡和一只表型相同的母鸡产下 17 只灰色、7 只黑色和 8 只白色雏鸡。这些鸡的颜色遗传最简单解释是什么？,灰色性状比黑色性状具有上位性。,灰色性状比白色性状具有上位性。,黑白颜色性状为不完全显性。,黑白颜色性状为共显性。,C,high_school_biology,biology
146,关于你一个肝细胞中的 DNA，以下哪种说法是正确的？,你的肝细胞含有的 DNA 与你白细胞所含 DNA 相同。,你肝细胞的大部分 DNA 将被转录，但不会被翻译。,你肝细胞的大部分 DNA 将在细胞核中被转录，并在细胞质中被翻译。,你肝细胞中的 DNA 含有糖原储存特有基因，而其他细胞不含这些基因。,A,high_school_biology,biology
82,人体内通过分泌何种物质来维持足够的血清钙水平,甲状腺素,胰高血糖素,生长激素,甲状旁腺激素,D,college_biology,biology
77,沿着格架生长的植物表现出,向触性,向光性,向重力性,负向重力性,A,college_biology,biology
132,拟态是一种通过自然选择进化的策略，旨在提高生物对环境的适应性。下列哪项代表贝氏拟态的一种形式？,一种对蟾蜍有毒的千足虫在蟾蜍首次尝试食用后会被蟾蜍永久回避。,一只飞蛾在其尾端展示假眼以迷惑捕食者。,飞蛾呈现出与蛰蜂几乎相同的颜色。,一只在地面筑巢的海鸥雏鸟显示出与周围环境几乎无法区分的色彩图案。,C,college_biology,biology
179,微管是由微管蛋白亚基组装形成的蛋白丝。化学性秋水仙碱通过与微管蛋白亚基结合，阻止微管组装。使用秋水仙碱对以下哪种细胞过程损害最大？,有丝分裂期间的染色体排列和分离,蛋白质合成期间的核糖体和 mRNA 协调,物质跨质膜的运动,化学渗透期间质子在叶绿体类囊体内的积累,A,high_school_biology,biology
117,为什么陆地生态系统的净初级生产力倾向于向热带地区增加，以下哪项是最好的解释？,热带地区较高的物种多样性倾向于促进植物生长。,在热带地区，植物生长的代谢成本较低。,热带地区充足的水分供应和温暖的气温促进了光合作用。,热带地区有更多的捕食者，这使食草动物的数量降到了最低。,C,college_biology,biology
255,金枪鱼、鲨鱼和海豚都有类似的流线型外观，这一情况的最佳原因是什么？,它们有最近共同祖先。,它们维持了同一组突变。,它们获得了一种流线型体型，以在其特定环境中生存。,流线型身体在其环境中有选择性优势。,D,high_school_biology,biology
76,种群“固定”基因座比例越高，种群下述情况越低,核苷酸变异。,遗传多倍体。,平均杂合性。,仅 A 和 C,D,high_school_biology,biology
79,在豌豆中，高大植株（D）的等位基因对矮小植株（D）的等位基因完全显性，紫花色（W）的等位基因对白花色（W）的等位基因完全显性。在一个基因型为 DDWw 的高大紫花植株与一个矮小白花植株的杂交中，预期后代的表现型比例是什么？,全部为高大紫花,1 高大紫花：1 矮小紫花,1 高大紫花：1 高大白花：1 矮小紫花：1 矮小白花,1 高大紫花：1 高大白花,D,college_biology,biology
300,一位科学家在两只豚鼠之间交叉配种，这两只豚鼠都有黑色皮毛。黑色皮毛是显性，白色皮毛为隐性。四分之三的后代有黑色皮毛，四分之一有白色皮毛。父母的基因型最有可能是,bb × bb,Bb × Bb,Bb × bb,BB × Bb,B,high_school_biology,biology
9,流感病毒进入细胞后，立即开始以下哪项活动？,将病毒 DNA 植入宿主细胞的染色体中,破坏宿主细胞的转录机制,复制其遗传物质并合成病毒蛋白质,使用逆转录酶的病毒拷贝制造病毒 DNA,C,college_biology,biology
130,化石证据表明，马的体积随地质时间推移逐渐增大。以下哪个术语最能描述这一点？,人工选择,方向选择,稳定选择,分裂性选择,B,high_school_biology,biology
237,在南美洲西海岸的加拉帕戈斯群岛上，某些雀群已被长时间隔离。与较大的大陆雀种群相比，这些隔离种群的变异更大，涉及在更广物种范围。这些众多雀种中的变异是由于,趋同进化,趋异进化,分裂性选择,稳定选择,B,high_school_biology,biology
103,一名生物学家对一群松鼠研究了 15 年。期间，种群松鼠从未少于 30 只，也从未超过 45 只。她的数据显示，由于食物和捕食竞争，超过一半的已出生松鼠没有存活至繁殖后代时期。单代有 90% 已出生的松鼠存活至繁殖后代时期，该种群增加到 80 只。以下哪项关于该种群的推论可能是正确的？,可获得食物量可能增加。,捕食者数量可能减少。,随后几代的松鼠应该比前几代的遗传变异更高，因为过去未存活的松鼠现在可存活。,A、B 和 C 均正确,D,high_school_biology,biology
275,以下哪项是光合作用过程中产生氧气的来源？,H2O,H2O2,CO2,CO,A,high_school_biology,biology
113,在乙醇脱氢酶的存在下，乙醛还原为乙醇的速率随乙醛浓度的增加而增加。最终，反应速率达到最大值，此后乙醛浓度的进一步增加将不再产生任何影响。在最大反应速率下，以下哪项是正确的？,几乎所有的酶分子都在与乙醛分子相互作用。,反应的活化能降低。,反应的自由能变化减少。,酶对乙醛不再具有特异性。,A,college_biology,biology
304,DNA 的碱基组成在物种之间存在差异。您预计 DNA 中的以下哪种的比值保持恒定？,胞嘧啶:腺嘌呤,嘧啶:嘌呤,腺嘌呤:鸟嘌呤,鸟嘌呤:脱氧核糖,B,high_school_biology,biology
76,在细胞分裂过程中充当有丝分裂纺锤体附着点的染色体部分是,色素体,染色粒,着丝点,中心粒,C,college_biology,biology
136,以下哪些特征可区分原核细胞和动物细胞？,核糖体,细胞膜,叶绿体,细胞壁,D,high_school_biology,biology
265,以下哪一种不是种间相互作用的形式？,偏利共生,演替,互利共生,寄生,B,high_school_biology,biology
124,动物显示的一种称为固定动作模式的行为反应,发生在动物在其一生中的适当时间第二次暴露于正确的刺激时,发生在没有感觉反馈的情况下,是一种运动反应，一旦释放可能会自发终止,由动物环境中的多个感觉信号触发,B,college_biology,biology
78,如果一种酶的活性在广泛的 pH 范围内保持恒定，则很可能是,只有酶上的电离基团参与反应,只有底物上的电离基团参与反应,酶和底物上的电离基团都参与反应,酶或底物上没有电离基团参与反应,D,college_biology,biology
142,将一块马铃薯放入装有纯水的烧杯中。以下哪项是马铃薯进水的初始条件？,纯水的水势为负。,纯水的水势为正。,马铃薯的水势为正。,马铃薯的水势为负。,D,high_school_biology,biology
90,某些亲缘植物之间的杂交种是不育的，因为亲本植物的染色体数目不同。有时，这种杂交植物的染色体数目会自发加倍。以下哪项最好地描述了那些染色体数目加倍的植物的后代？,染色体数目加倍的植物在遗传上是有缺陷的，并且没有后代。,后代会因为增强的基因渗入能力而具有选择优势。,后代将能够成功繁殖，因为它们可以与亲本物种进行回交。,后代会恢复有性生殖的能力，因为染色体可以正常配对。,D,college_biology,biology
279,逆转录病毒将其 DNA 插入细菌基因中间时，改变了一个碱基对的正常阅读框。这类突变称为,重复,易位,倒位,移码突变,D,high_school_biology,biology
73,人类基因组中编码蛋白质的比例大约是多少？,2%,25%,50%,90%,A,college_biology,biology
9,假设称为 pike-cichlids 的鱼是食藻鱼的视觉捕食者（即经视觉定位猎物）。如果食藻鱼种群承受了来自 pike-cichlids 的捕食压力，那么以下哪项最不可能在多代食藻鱼种群中观察到？,单色食藻鱼选择,夜间食藻鱼选择（仅在夜间活动）,体型较大雌性食藻鱼选择，产下更多且更大的幼崽,在整体体型较小时达到性成熟的食藻鱼选择,C,high_school_biology,biology
75,以下有关原生生物界的生物的说法中，哪项是正确的？,它们是真核生物。,它们包括蓝藻。,它们是异养生物。,它们的细胞壁由肽聚糖组成。,A,college_biology,biology
70,具有ε重链并位于肥大细胞和嗜碱性白细胞的质膜上的免疫球蛋白属于哪类抗体,IgE,IgA,IgD,IgM,A,college_biology,biology
94,所有病毒至少含有以下哪两种主要成分：,DNA 和蛋白质,核酸和衣壳,DNA 和细胞膜,RNA 和细胞壁,B,high_school_biology,biology
267,人类手臂、蝙蝠翅膀和海豚鳍这些不同的结构包含许多相同的骨骼，这些骨骼由非常相似的胚胎组织发育而来。生物学家如何解读这些相似性？,通过识别骨骼是同源的,通过趋同进化的原理,通过提出人类、蝙蝠和海豚具有共同祖先,仅 A 和 C,D,high_school_biology,biology
246,一名研究人员正在利用一只巨型乌贼的神经元进行神经传递实验。实验开始时，轴突处于静息状态，在 37℃ 下测得阈值 -70 mV。轴突接受一种刺激后触发轴突的一种动作电位。随后的刺激更强。以下哪种说法解释了轴突经过几次强刺激时会发生什么？,轴突超极化至 -90 mV。,轴突超极化至 -50 mV。,动作电位强度变大。,动作电位频率增加。,D,high_school_biology,biology
192,服务具有五个不同的特征。它们是：,无形性、价值、可变性、不可分割性和缺乏所有权。,无形性、价值、可变性、不可分割性和盈利能力。,无形性、易逝性、可变性、不可分割性和缺乏所有权。,无形性、价值、可变性、不可分割性和关系。,C,marketing,business
78,根据伍德 (1991) 的观点，企业社会责任的三个结果是什么？,社会政策，社会计划和社会影响,社会评价，社会计划和社会影响,社会政策，社会证明和社会影响,社会政策，社会计划和社会分析,A,business_ethics,business
75,为他人目的收集的二手数据被称为____________：,一手研究。,描述性研究。,因果研究。,二手研究。,D,marketing,business
102,在品牌定位过程中使用_______________来说明所选品牌的不同属性。,产品特性。,SIC 代码。,感知地图。,组织特征。,C,marketing,business
122,当企业/产品进入衰退期时，这些目标通常用于成熟市场。目标是最大化短期利润和刺激正现金流。,剥离目标。,持有目标。,增长目标。,收集目标。,D,marketing,business
86,为了突出采购行为方法的变化，Svahn 和 Westerlund (2009) 确定了组织使用的六种主要采购策略。__________策略指的是采购人员的效率取向，其中主要购买目标是寻求产品的最低价格。为了实现这一目标，采购人员积极推动几个潜在供应商之间的竞争。,“议价者”采购。,“适应者”采购。,“价格最低着”采购。,“计划者”采购。,C,marketing,business
15,一种通过电子邮件进行营销的方法，其中信息的接收者已同意接收该电子邮件，这种方法被称为：,搜索营销。,互联网广告。,基于许可的电子邮件营销。,社交网络营销。,C,marketing,business
82,_______泛指企业使用的负面广告、抢客户或挖走客户以及掠夺性定价等所有伎俩。,合理竞争行为,欺诈行为,竞争把戏,卑鄙手段,D,business_ethics,business
229,分销网络中顺序成员（如生产商、分销商和零售商）之间涉及特定范围或价格上涨等问题的冲突被称为：,渠道冲突。,水平冲突。,垂直冲突。,供应链冲突。,C,marketing,business
199,旨在向渠道成员（包括最终用户）提供信息的基于互联网的组织被称为：,信息中介。,零售商。,百货商店。,批发商。,A,marketing,business
87,在进行国际市场调查时，对等有三种类型。下列哪一项不是对等？,概念上对等。,市场对等。,功能对等。,翻译对等。,B,marketing,business
75,伊斯兰金融与传统金融之间的一些关键区别包括：禁止收取和支付_______，禁止进行______和______交易，禁止不道德投资，以及要求所有金融产品都必须由__________支持。,利息，特定的，投机性的，无形资产,利息，不确定的，确定的，无形资产,利息，不确定的，投机性的，有形资产,利息，特定的，确定的，有形资产,C,business_ethics,business
22,以下哪个过程不是解释消费者如何思考和了解产品和品牌的基本过程？,认知。,感知。,学习。,个性。,D,marketing,business
191,一种由人工编辑维护并按类别和子类别列出网站的信息数据库被称为：,搜索目录。,自动语音应答 (AVR)。,应用程序。,SEO。,A,marketing,business
55,其中哪项不属于 March（1988 年）所确定的在高度模糊环境中进行决策的关键流？,期望,选择机会,问题,解决方案,A,management,business
76,许多人认为社会中普遍存在________推理，特别是在企业中通常以___________的形式出现。,结果主义，成本效益分析,合理化，年度审计,结果主义，年度审计,合理化，成本效益分析,A,business_ethics,business
228,为了使交换发生：,必须涉及到一个复杂的社会系统。,也必须发生有组织的营销活动。,一个以利润为导向的组织必须参与其中。,每一方都必须拥有对另一方有价值的东西。,D,marketing,business
92,广告是一种什么形式？,聚焦战略,差异化,成本领先,增长,B,management,business
73,_______将道德置于理性范围之外，是在情感上对他人的“道德冲动 ”。,美德伦理,伦理利己主义,后现代伦理学,责任伦理,C,business_ethics,business
53,一个国家的竞争在多大程度上受到其他国家的竞争的影响，用什么术语来形容？,国际贸易,全球经济,全球竞争,全球化,D,management,business
9,_______ 工作实践是指涉及时间、空间和任务相关流动性的工作模式。,动态,不稳定的,弹性,新式的,C,business_ethics,business
75,所说的考虑他人观点、意见和想法的领导风格是什么？,自由放任,以人为本,民主型,专制型,C,management,business
30,与营销传播相关的伦理问题包括它们具有_________并且不可避免，它们创造了________需求，强化_________并使_________和______永久存在。,侵入性，人为的，消费主义，不安全感，社会刻板印象,侵入性，人为的，非物质化，安全感，幸福感,侵入性，真实的，消费主义，不安全感，幸福感,侵入性，真实的，非物质化，安全感，社会刻板印象,A,business_ethics,business
208,在以下哪种情况下会发生非弹性需求,需求量随着价格的波动而变化很大,需求量几乎不随价格变化而变化,需求量变化与价格变化成相同比例,需求曲线和供给曲线在某一价格点相交,B,marketing,business
4,以下哪位政治领导人不能被称为“改革型”领导人？,玛格丽特·撒切尔,米哈伊尔·戈尔巴乔夫,纳尔逊·曼德拉,比尔·克林顿,D,management,business
32,何时进行收购？,两个平等的合作伙伴决定合作。,两个平等的合作伙伴共享资源。,两个不平等的合作伙伴联合起来。,两个不平等的合作伙伴在收购后合二为一。,D,management,business
70,文化同质化。,"1,3,4","1,2,3","1,2,3,4","2,3,4",B,business_ethics,business
166,当对问题所知甚少时，通过与知情来源讨论问题并检查之前已有的数据，就是在进行寻求发现问题原因的研究。这类研究是：,情况分析。,信息调查。,探索性研究。,底线分析。,C,marketing,business
219,"人们认为培养关系信任的三个主要结果是满意度、___________和连续性（Pavlou, 2002）。",降低感知风险。,服务恢复。,服务流程。,效率。,A,marketing,business
55,理论的复杂性。,"1,2,3,4","1,3,4","1,2,3","1,2,4",C,business_ethics,business
220,家庭生命周期：,是一种应用心理细分的方法。,指家庭形成和解体的过程。,提供对年龄、职业、收入和住房之间关系的见解。,由个人从婴儿期到退休的 11 个成长阶段组成。,B,marketing,business
157,以下哪个是商业折扣的最好例子？,一家伐木场向购买木材的房主提供折扣。,零售商为购买过季商品的消费者提供折扣。,生产商为零售商在 6 月份促销其产品提供折扣。,汽车经销商向顾客提供折扣以换取二手车。,C,marketing,business
81,什么不是组织结构的目的？,协调人员和资源,组织沟通渠道,使权力正规化,限制工人权利,D,management,business
104,以下哪一项是为了让客户知道他们购物时选择的公司在价格上是有竞争力的，从而让他们放心？,价格竞争力。,价格保证。,参考价格。,价格保证方案。,D,marketing,business
172,非随机样本的类型包括：,便利和配额样本。,集群和便利样本。,分层和便利样本。,随机和集群样本。,A,marketing,business
72,_____存在两大问题。_______是一个关键问题，鉴于公司的信息政策，也许有人会说，员工有权知道他们是否会被解雇。第二个问题是_______，尤其是员工被解雇后获得的________方案。,裁员，参与度，赔偿，补偿,增员，参与度，自主权，补偿,裁员，自主权，赔偿，福利,增员，独立性，参与度，福利,A,business_ethics,business
0,这是一个影响力等级或序列模型，用于解释广告是如何起作用的，它是：,ADD。,AIDA。,PESTLE。,SWOT。,B,marketing,business
1,描述决策中“经验法则”式偏差的术语是什么？,框架偏见,后见之明偏差,过度自信偏差,启发式偏差,D,management,business
39, __________ 是一个 ________、__________框架，超越了直线职能、运营和交易范围以生产某种商品或产品,国际供应链，静态，断连,全球生产网络，动态，关系,国际供应链，动态，断连,全球生产网络，静态，关系,B,business_ethics,business
88,根据法律，下列哪项赋予所有者使用品牌的专有权？,品牌忠诚度,品牌标志,商品名称,商标,D,marketing,business
144,这种方法已被用来通过电视和广播节目传达特定的信息，并帮助教育大量的目标受众。这种方法被称为：,意见追随者。,意见形成者。,公共关系。,意见领导者。,D,marketing,business
31,描述让个人以群体可接受方式行事的行为的术语是什么？,灌输,洗脑,宣传,社会化,D,management,business
31,这种形式的营销传播工具被称为“一种来自可识别的来源的付费的、中介形式的传播，旨在说服接收者现在或将来采取某种行动”。这被称为：,广告宣传。,个人销售。,公共关系。,宣传。,A,marketing,business
79,"企业根据 _________的要求参与社会核算, 以便识别 ________, 改善 ___________ 并鼓励 _________ 和 ___________",利益相关者，风险，利益相关者管理，问责制，透明度,利益相关者，问责制，透明度，风险，利益相关者管理,利益相关者，问责制，风险，利益相关者，利益相关者管理,利益相关者，利益相关者管理，透明度，风险，问责制,A,business_ethics,business
54,反映一个组织状况的关键因素是什么？,行政管理,流程,活动,突发事件,D,management,business
33,有许多方法可以影响_______。其中包括_________决策者（从非常直接的模式到间接的模式）、_________（公共或者私人）以及沟通的________。,政府，途径，传播广度，内容,政府，途径，传播高度，内容,政府，传播广度，途径，内容,员工，传播广度，内容，途径,A,business_ethics,business
57,缩写 SMART 代表什么？,适当、可衡量、可操作、有回报和及时,具体、可衡量、可操作、资源充足和及时,标准化、可衡量、可实现、有回报和及时,具体、可衡量、可实现、有回报和及时,D,management,business
99,Pine 和 Gilmore（1999）基于两个维度得出了四个不同的经验领域。这些维度是什么？,客户参与和环境关系。,客户获取和环境关系。,客户参与和客户关系。,客户保留和客户关系。,A,marketing,business
77,《联合国全球契约》所载原则未涵盖以下哪个领域？,人权,劳工,商业表现,反腐败,C,business_ethics,business
47,在营销术语中，___________指的是我们付出什么就能得到什么：,收入。,成本。,价值。,产品。,C,marketing,business
72,"假设 l = [1,2,3,4]，那么 Python3 中的 sum(l) 是什么？",4,1,10,8,C,high_school_computer_science,computer science
55,"假设任何赋值语句均可在单位时间内执行完毕。如果尽可能使用许多同样的处理器，那么，执行赋值 
A := B + C
B := A - B
C := A * E
D := A/F
E := B - C
F := A + B
 时，最少需要多少个时间单元才能达到与按所示顺序执行赋值时相同的结果？",1,2,3,4,C,college_computer_science,computer science
38,以下哪个是十进制数 231_{10} 的十六进制表示？,17_{16},E4_{16},E7_{16},F4_{16},C,high_school_computer_science,computer science
33,"关于使用页面的虚拟内存系统，以下哪一项陈述是正确的？
I. 虚拟地址空间可以大于物理内存空间。
II. 程序在执行期间必须全程停留在主存储器中。
III. 页面与程序的语义特征相对应。",只有 I,只有 II,I 和 II,I 和 III,A,college_computer_science,computer science
86,下列哪项最能解释当新设备连接到 Internet 时会发生什么？,为设备分配设备驱动程序。,为设备分配 Internet 协议 (IP) 地址。,为设备分配数据包编号。,为设备分配网站。,B,high_school_computer_science,computer science
71,K 倍交叉验证是,K 中的线性,K 中的二次,K 中的三次,K 中的指数,A,machine_learning,computer science
58,考虑以下三种场景，可以使用三种数据结构进行建模——字典/映射、队列和堆栈。场景 1：汽车在洗车场的单车道上排队。当每个司机到达洗车场入口时，司机都会下车。当司机走到洗车场出口付款并取车时，自动滑轮会将汽车移过洗车场。场景 2：参加真人秀电视选秀节目的参赛者在填写注册表后会获得一个唯一的数字 ID。场景 3：网球放在一个圆柱形的罐子里出售，这个罐子最多可装 3 个球，除了底部的球之外，每个球都放在下面的球上面。3 个球通过罐顶部的一个开口逐个放入罐中。3 个球通过同一个开口逐个从罐中取出。以下哪种数据结构最能模拟这些场景？场景 1 | 场景 2 |场景 3,字典/映射 | 队列 | 堆栈,字典/映射 | 堆栈 | 队列,队列 | 字典/映射 | 堆栈,堆栈 | 队列 | 字典/映射,C,high_school_computer_science,computer science
8,为什么用 C、C++ 等语言开发的应用程序容易发生缓冲区溢出？,预定义函数中没有字符串边界检查,外部存储器中没有存储检查,没有处理能力检查,没有数据库检查,A,computer_security,computer science
53,以下哪项最不可能表示网络钓鱼攻击？,银行发来的一封电子邮件要求您拨打卡上的号码以验证交易,商家发来的一封电子邮件要求您单击链接以重置密码,公用事业公司发来的一封电子邮件要求您输入您的出生日期和社会保险号以供验证,一封电子邮件表明您赢得了一大笔钱，并要求您输入您的银行账号，以便将钱转给您,A,high_school_computer_science,computer science
3,数字图像通常由图像中每个像素的红、绿、蓝值（RGB 三元组）表示。摄影师正在处理数字图像并覆盖原始图像。以下哪项描述了数字图像的无损转换？,以可能丢失信息但图像质量只会受到轻微损失的方式压缩图像。,通过平均每个像素中的红色、绿色和蓝色量并将此新值分配给新图像中的相应像素来创建图像的灰度。每个像素的新值代表灰色的阴影，范围从白色到黑色。,通过为每个像素创建新的 RGB 三元组来创建图像的负片，其中每个值都是通过从 255 中减去原始值来计算的。图像的负片与原始图像相反；亮区显示为暗色，颜色反转。,通过获取图片一部分的像素并将其复制到图片另一部分的像素来修改图像的一部分。,C,high_school_computer_science,computer science
30,以下哪一项关于中断的陈述是正确的？,如果存储周期被“窃取”，就会形成中断。,中断可以代替数据通道。,中断可以指示是否已完成 I/O 操作。,算术运算无法形成中断。,C,college_computer_science,computer science
62,"考虑以下数字。
 ° 二进制 1100
 ° 十进制 11
 ° 十六进制 D
 以下哪项按从小到大的顺序列出数字？",二进制 1100、十进制 11、十六进制 D,十进制 11、二进制 1100、十六进制 D,十进制 11、十六进制 D、二进制 1100,十六进制 D、十进制 11、二进制 1100,B,high_school_computer_science,computer science
60,陈述 1| PCA 和谱聚类（例如 Andrew Ng 的）对两个不同的矩阵执行特征分解。但是，这两个矩阵的大小相同。陈述 2| 由于分类是回归的特殊情况，因此逻辑回归是线性回归的特殊情况。,正确，正确,错误，错误,正确，错误,错误，正确,B,machine_learning,computer science
82,"关于使用 IPv4 协议通过网络节点发送的数据报，以下哪一项（或哪几项）陈述是正确的？
I. 源地址的数据报必须是通往目标地址的路径上的所有链路中最小的最大传输单元 (MTU)。
II. 在路由过程中，数据报可能会被分段。
III. 数据报只在目标地址重组。",只有 I,只有 II,只有 III,II 和 III,D,college_computer_science,computer science
73,"两台计算机通过在局域网上发送数据包来实现相互通信。这些数据包的大小为 1,000 字节。网络每秒可传输 1,000 个数据包。CPU 执行网络协议并发出一个数据包需要 10 毫秒。那么，一台计算机向另一台计算机发送数据时的最大速率大约是","10,000 字节/秒","25,000 字节/秒","100,000 字节/秒","500,000 字节/秒",C,college_computer_science,computer science
56,"如果表达式 E 和表达式 F 的变量存在可使这些表达式在词法上完全相同的替换，则 E 和 F 即可称为可统一的表达式。如果在以下三种表达式中，只有 w、x、y 和 z 是变量。
I. f(w,w)
II. f(x,1)
III. f(y,g(z))
那么，在以上表达式对中，哪一对（或多对）属于可统一表达式？","只有 (I, II)","只有 (I, III)","只有 (II, III)","只有 (I, II) 和 (I, III)",D,college_computer_science,computer science
7,陈述 1| 对于连续随机变量 x 及其概率分布函数 p(x)，对于所有 x，0 ≤ p(x) ≤ 1。陈述 2| 决策树是通过最小化信息增益来学习的。,正确，正确,错误，错误,正确，错误,错误，正确,B,machine_learning,computer science
89,"销售鞋类的零售商维护一个数据库，其中包含有关零售商商店中每件待售商品的以下信息的记录。

 ° 商品识别号
 ° 鞋类类型（运动鞋、靴子、凉鞋等）
 ° 售价（美元）
 ° 尺寸
 ° 颜色
 ° 可用数量

 仅使用数据库，可以确定下列哪项？",数据库中列出的哪些商品目前不在商店中,哪些颜色在男性中比女性更受欢迎,哪种鞋类在成年人中最受欢迎,特定月份售出的鞋子总数,A,high_school_computer_science,computer science
11,_ 表示既不能对训练数据进行建模，也不能推广到新数据。,拟合度高,过度拟合,欠拟合,以上皆是,C,machine_learning,computer science
79,特定磁盘单元使用位字符串来记录其磁道的占用和空闲情况，以 O 表示空闲，以 1 表示已占用。该字符串的 32 位段的十六进制值为 D4FE2003。那么，磁盘相应部分已占用磁道的百分比（取最近值）为,12%,25%,38%,44%,D,college_computer_science,computer science
