dataset,doc_id,seg_id,chinese,english
newstest2019.zh-en.xml,chinanews.com.1625,7,只因过去生活在这座城市的人们饱受雾霾之苦，由此格外渴盼蓝天，而在北京打响“蓝天保卫战 ” ， 持续改善空气质量后，雾霾变少，蓝天增多，民众看在眼里喜在心上，获得的幸福感也是格外有份量。,"That's because they had been suffering from the fog and haze in this city in the past. They looked forward to the blue sky eagerly. After starting the ""Blue Sky Protection Campaign"" in Beijing to continuously improve the air quality, there were less fog and haze, but more blue skies. The residents were joyful to see this. And they felt so happy with it."
newstest2017.zh-en.xml,sina0812.tech.doc-ifxuxnai9861987-p3,1,自iPhoneSE惊艳亮相之后，手机市场也迎来了小屏机的热潮。,"Since the stunning debut of iPhoneSE, the mobile phone market also ushered in a small screen machine boom."
wmttest2023.zh-en.xml,digital_ebook_purchase-3-zh_0263846-153,5,举例既有国内的又有国外的;既有知名企业家或销售员又有名不见经传的人。,"There are both domestic and foreign entrepreneurs or salespeople, for example, as well as unknown individuals."
wmttest2022.zh-en.xml,social_zh_weibo.com_148754204,9,生理期前由于子宫充血和前列腺素释放过多，容易拉肚子。,Girls may have loose bowels before the menstruation due to metryperemia and too much release of prostaglandin.
newsdev2017.zh-en.xml,ifeng0812.news.49765487_0,4,现在我们打算用水泥浇筑堤坝，这样防洪护岸会更坚固，可以抵御50年一遇的洪水。”,"We're now planning to infill the dam with cement, and the flood prevention bank will be solid enough to withstand the worst flooding in 50 years."""
newstest2018.zh-en.xml,alibaba_web_data_20180124,225,区别于传统的大卖场、超市，盒马鲜生在很多消费者眼里是一家好玩好吃的“网红店”，甚至有中介机构打出了“盒区房”的概念。,"Unlike traditional hypermarkets and supermarkets, Hema Supermarket is, in the eyes of many consumers, a popular Internet store that is fun and has good food. Some intermediaries have even come up with the concept of “He district housing” (housing within a 3km radius of a Hema Supermarket)."
newstest2018.zh-en.xml,004_3810009,1,截至当日收盘，纽约商品交易所2016年8月交货的轻质原油期货价格上涨2.04美元，收于每桶46.80美元，涨幅为4.56%。,The price of light crude oil futures for August 2016 ended the day up US$2.04 or 4.56% at US$46.80 pbl on the New York Mercantile Exchange.
wmttest2023.zh-en.xml,chinanews.com.280817,19,(人民日报 记者 颜 欢),(People's Day by day columnist Yan Huan)
newstest2017.zh-en.xml,sina0812.news.doc-ifxuxnpy9305340,12,如，四川要求，各地公安派出所或者受委托的社区服务机构要严格执行核定的收费项目及收费标准，坚决禁止超范围、超标准收费或搭车收费。,"For example, Sichuan required the local police stations or commissioned community service agencies shall strictly enforce the approved fees and charges standard and resolutely prohibit over-range, over-standard fees or ride fees."
newstest2021.zh-en.xml,xinhua-zh-01.120581,4,九江市浔阳区人武部副部长王辉说，受洪灾影响，他们从25日开始，集中3天时间组织应征青年体检。,"Wang Hui, the vice director of the People’s Armed Forces Department of Xunyang District, Jiujiang City, Jiangxi Province, said that influenced by the flooding, they would organize physical examinations for the young people to be recruited within three days of July 25th."
newstest2019.zh-en.xml,chinanews.com.9951,8,展示的成果创新活跃、应用范围广、辐射带动作用大，反映了当时全球互联网领域最新、最重要的科技成果突破，体现了网络信息领域发展的速度和未来前景。,"The achievements exhibited are innovative, dynamic, widely applied and radiation-driven, reflecting the latest and most important breakthroughs of scientific and technological achievements in the global Internet field at that time, and reflecting the speed and future prospects of the development of the network information field."
wmttest2022.zh-en.xml,ecommerce_zh_jd.com_93697042,1,小编为大家带来欧米茄机械对表哪款好？,I’ll introduce which is the best pair of OMEGA mechanical watches?
newstest2018.zh-en.xml,sogou_web_data_20180206,77,在嘉年华的现场，市民们除了可以选购心仪的农产品之外，还可参观展览区展出的本地特选新鲜农作物及幼鱼。,"At the carnival, in addition to being able to shop for the agricultural produce of their choice, residents can also visit the special selection of local fresh agricultural produce and fish fry on display at the exhibition area."
newstest2017.zh-en.xml,reuters.165952,5,两人2015年缴纳了20.3%的联邦税。,They paid a federal effective tax rate of 20.3 percent in 2015.
newstest2020.zh-en.xml,nhan_dan-zh.330,5,欧盟委员会主席让-克洛德•容克表示，加强对接是上述主张的一部分，因为其给有关各国人民及经济带来利益。,President of the European Commission Jean-Claude Juncker said that enhanced cooperation was part of the above-mentioned proposition because it benefitted the peoples and economies of the countries concerned.
newstest2020.zh-en.xml,chinanews.com.102737,6,据介绍，8克圆形金质纪念币为普制币，含纯金8克，直径22毫米，面额100元，成色99.9 % ， 最大发行量10000枚。,"The 8-gram round gold commemorative coin is a bullion coin containing 8 grams of gold that is 22 mm in diameter and has a face value 100 yuan, a purity of 99.9%, and a maximum circulation of 10,000 coins."
newstest2018.zh-en.xml,dailymail.co.uk.233026,25,证据表明作为我们预防艾滋病毒和止传播这种致命的感染疾病的方法的一部分，这种药物可以带来怎么样的变革。,The evidence shows just how transformative this drug can be as part of our approach to HIV prevention and ending the transmission of this life-changing infection.
newstest2019.zh-en.xml,chinanews.com.9912,15,使馆将始终本着“以人为本”原则，持续关注此事，推动蒙方继续全力搜救，并为当事人家属提供最大限度的协助。,"The embassy would always follow the principle of ""people first"", sustain attention to this matter, push the Mongolian side to continue the all-out search and rescue operation and provide maximum assistance to the two persons' families."
newstest2017.zh-en.xml,cbsnews.146232,21,尽管拜尔斯坚称自己在常年占据冠军宝座的过程中并没有计划未来，但事实不完全是这样的。,"While Biles insisted she's never looked ahead during her long run at the top, that's not exactly true."
wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-168_doc03,1,我又在#PRS_ORG#对面等,Then I waited opposite to #PRS_ORG#.
newstest2021.zh-en.xml,voa-voachinese.2098,23,刘易斯的遗体将被运送到阿拉巴马州的首府蒙哥马利。,"Then, Lewis’s remains will be shipped to Alabama’s capital city Montgomery."
newsdev2017.zh-en.xml,foxnews.68173,6,然而现在，当需要反对派施加比以往更多压力以在今年促成公民投票之时，并非全国人民都表现出同样的热情。,"Yet now, when the opposition needs to apply more pressure than ever to make the referendum happens this year, people across the country are not showing the same energy."
newstest2018.zh-en.xml,sogou_web_data_20180206,36,这项研究由澳大利亚国立大学开展，完整结果发表在本月的英国《科学报告》杂志上。,This study was conducted by the Australian National University. The full results were published in this month’s UK based “Scientific Reports” magazine.
newstest2021.zh-en.xml,voa-voachinese.2105,9,星期五，成千上万的波兰人(其中大部分是妇女)在华沙和其他一些城市举行反对退出公约的抗议。,"On Friday, thousands of Polish people (mostly women) protested against withdrawing from the convention in Warsaw and other cities."
newstest2020.zh-en.xml,nikkei-.111,1,9月26日，百度宣布，在湖南省长沙市的特定公路上启动无人操作的“4级”完全自动驾驶出租车队Robotaxi的试运营。,"On September 26, Baidu announced that it would start trial operations of an unmanned “Level 4” full self-driving Robotaxi taxi fleet on certain roads in Changsha, Hunan Province."
newstest2018.zh-en.xml,sogou_web_data_20180206,15,作为消费者权益保护的专门组织，中国消费者协会今年3月份和12月份两次约谈了共享单车企业。,"As a special organization protecting the interests of consumers, China Consumers Association met for talks with bike sharing enterprises in March and December this year."
newstest2017.zh-en.xml,bbc.242405,6,那段时间，品牌策略师使用‘RBS’来保护其它消费金融品牌。,"During that time, brand strategists have used 'RBS' to protect other consumer finance brands."
wmttest2023.zh-en.xml,jingji_guancha_bao-zh-01.22009,14,在劳动力市场供需紧张，紧缩政策影响不明的情况下，我们认为美联储年末对于加息的指引是相对合理的，市场极端预期的调整和交易的拥挤或将对市场产生一定伤害。,"In the case of tight labor market supply and demand, the impact of tightening policy is unknown, we believe that the Fed's year-end guidance on rate hikes is relatively reasonable, the adjustment of extreme market expectations and the crowded trading may cause some harm to the market."
newstest2018.zh-en.xml,euronews-en.117981,11,英国警方已经表示，他们认为伦敦格伦费尔大楼的隔热和覆面板系统的问题可能是导致 6 月份火迅速蔓延的原因，这场大火造成约 80 人死亡大。,"In the UK, police have said they believe the system of insulation and cladding panels on London's Grenfell Tower may have contributed to the rapid spread of a fire there in June in which some 80 people died."
newsdev2017.zh-en.xml,ifeng0812.news.49766292_0,8,报道称，日美之所以急于接近杜特尔特，是由于菲律宾正加紧推动与中国的双边磋商。,"According to the report, the reason why both Japan and the US are eager to keep close touch with Duterte is that the Philippines is intensifying its effort to enhance the bilateral negotiation with China."
wmttest2023.zh-en.xml,baby_product-4-zh_0646696-122,2,整个杯子的颜色是我狠喜欢的，橘红色，虽然我家是男宝，但是还是觉得橘红配黄色很亮眼。,"The color of the entire cup is my favorite, orange red, and even though my family is all boys, I believe orange red and yellow are extremely appealing."
newstest2018.zh-en.xml,msnbc.53731,12,牛津大学萨默维尔学院发言人在电子邮件声明中表示：“我们一直与英国警方保持联系，随时准备按需协助美国调查机构。”,"A spokesperson for the university and Somerville College said in an emailed statement that, ""We have been in contact with the police in the UK and are ready to help the US investigating authorities in any way they need."""
newstest2018.zh-en.xml,cctv_news_1117,464,报告运用生动鲜活的数据、案例，系统透彻、深入浅出，在现场听众中引起强烈反响。,"The report uses vivid data and cases to get the message across in a systematic and easy-to-understand manner, triggering strong resonance among the audience."
newstest2017.zh-en.xml,ifeng0812.news.49766908_0,16,第二，要想在今年年内完成今年的去产能任务，我们还是要充分发挥行政监督和行政监察的力量。,"Second, in order to complete this year's overcapacity cut task within this year, we must give full play to the power of administrative supervision."
newsdev2017.zh-en.xml,ifeng0812.news.49768102_0,2,"驾驶员下车后,一再表示刹车不好用,民警上前检查发现这辆车的刹车确实不好用,民警对驾驶员的行为进行了批评,并查扣了这辆机动三轮车。","After the driver got off the vehicle, he repeatedly emphasized that the brake did not work well. The policeman went up to check the brake and found it really did not work well. But the policeman criticized the driver on his behavior and detained the motor tricycle."
newsdev2017.zh-en.xml,ifeng0812.news.49767894_0,2,事情发生在匹兹堡中午时间，孩子送往医院时还能和家人说话，目前还不清楚具体的伤势。,The accident took place at noon in Pittsburgh. The boy could still talk with his family members when he was sent to the hospital. Details about his injury are still unclear.
newstest2018.zh-en.xml,003_8425642,32,批评和自我批评是一剂良药，是对同志、对自己的真正爱护。开展批评和自我批评需要勇气和党性，不能把我们防身治病的武器给丢掉了。,"Criticism and self-criticism serve as a good medicine and the actual care given to our comrades and ourselves. Performing criticism and self-criticism needs courage and party spirit, and we must not lose our weapon used for defending ourselves and treating diseases."
newstest2021.zh-en.xml,hunan_ribao-zh.6028,2,湖南日报·新湖南客户端7月25日讯(本报记者)7月25日，由中央广播电视总台财经节目中心主办的大型融媒体行动《走村直播看脱贫》从江苏徐州出发，两辆携带5G新媒体移动云制播系统的大篷车在现场嘉宾目送下，缓缓驶出现场。,"Hunan Daily · New Hunan Client Terminal, July 25 (reporter from this organization) On July 25, two caravans carrying 5G new media mobile cloud production and broadcasting system slowly drove out of Xuzhou, Jiangsu Province for the large-scale media convergence campaign ""Watch Poverty Alleviation Livecast from Villages"" sponsored by the China Media Group’s Financial Program Center."
newstest2019.zh-en.xml,chinanews.com.1394,4,时隔6年重新调整 2个新事业群出现。,"After six years, two business groups appear after readjustment."
wmttest2022.zh-en.xml,social_zh_tieba.baidu.com_143145404,9,(三)参加中价协、各省级和部门造价工程师、造价员继续教育授课，每半天可认定10个学时;,"(3) When attending the continuing education lessons of registered cost engineers organized by China Price Association or management organizations of provincial level of departments, each half a day is identified as 10 credit hours;"
wmttest2023.zh-en.xml,office_product-5-zh_0488037-81,7,以后的书，都转移阵地到这里买了。,Future books will now be available for purchase here.
newsdev2017.zh-en.xml,cnn.166883,11,这就是医用大麻的困境。,That is the predicament of medical marijuana.
newstest2019.zh-en.xml,chinanews.com.1292,6,他说，廊曼机场愿为赴泰的中国游客提供便利，并联合泰国移民局在曼谷素万那普、廊曼、清迈、普吉、合艾等泰国5大国际机场为中国游客设立入境特别通道。,"He said that Don Mueang International Airport is willing to facilitate Chinese tourists to Thailand and get together with the Thailand Immigration Bureau to set up special entry passage for Chinese tourists at five major international airports in Bangkok such as Suvarnabhumi, Don Muang, Chiengmai, Phuket and Hat Yai."
newstest2019.zh-en.xml,chinanews.com.1602,2,综合报道，印度尼西亚苏拉威西岛9月28日发生7.5级浅层地震，触发6米高海啸。,"According to the comprehensive reports, Sulawesi, an Indonesian island, had a shallow earthquake with the magnitude of 7.5, which triggered a tsunami as high as 6 meters."
newstest2019.zh-en.xml,chinanews.com.1410,20,“加强双边合作，对于我们来说主要是科技方面的合作 。 ”,"""Strengthening bilateral cooperation is mainly for cooperation in science and technology for us. """
newstest2017.zh-en.xml,ifeng0812.news.49766058_0,2,目前全国至少已有28个省份明确了津贴发放标准，不过各省市发放的标准并不一样，而重庆则是按高温工作日津贴的方式领取高温津贴。,"At present, at least 28 provinces in the country have clearly defined the standard of the allowance, but the standards issued by provinces and municipalities are not the same, and people in Chongqing receive the allowance based on the count of high-temperature working days."
newstest2018.zh-en.xml,independent.181088,5,“我当时正在找与报价合适的房子。,"""I was looking for something that was comparable for my price."
newstest2017.zh-en.xml,sina0812.baby.doc-ifxtwiht3660934,1,在小生命来到这个世上之后，爸爸妈妈们就要对这个生命负责，这个负责不仅仅在于孩子的身体健康上，还在于精神的发展上，也就是教育。,"After the little baby came to this world, Mom and Dad shall be responsible for his life, not only for his health, but also for the development of his spirit, that is, education."
newstest2021.zh-en.xml,xinhua-zh-01.120235,3,北京演艺集团透露，已为剧场开放做好充分准备，将有五十余部剧目准备陆续登场。,"According to the Beijing Performance & Arts Group, it has made full preparation for the re-opening of the theaters, with more than 50 works of art that will be on display."
newstest2018.zh-en.xml,007_20180118c010ck,10,北京最近还宣布计划斥资138亿元人民币修建一个人工智能科技园，建成后将有逾400家企业在那里落户，它们将专注于开发从生物测定到自动驾驶汽车的各种人工智能技术。,"Beijing recently announced plans to invest 13.8 billion yuan in the construction of an artificial intelligence technology park. When it is completed, more than 400 companies will settle there. They will focus on the development of artificial intelligence technologies ranging from biometrics to self-driving cars."
newstest2020.zh-en.xml,xinhua-zh-01.6314,9,与会非洲成员国外长感谢中方倡议召开此次会议，祝贺新中国成立70周年。,The foreign ministers of the African countries who attended the meeting extended their congratulations on the 70th anniversary of the founding of the People's Republic of China.
wmttest2023.zh-en.xml,book-1-zh_0753489-203,5,如果配送时间是你们快递员随心所欲的想几点就几点送，何必假惺惺弄个时间让客户选择？,Why bother making a time for the consumer to choose if the delivery time is that your courier may deliver it whenever he wants?
newstest2018.zh-en.xml,cctv_news_1117,390,习近平问得很仔细。,Xi Jinping asked many details.
newstest2018.zh-en.xml,cctv_news_1117,537,蒙古、藏、维吾尔、哈萨克、朝鲜、彝、壮等七种少数民族文字版，已由中国民族语文翻译局翻译,"This report has been translated into seven ethic minority languages including the Mongolian, Tibetan, Uygur, Kazak, Korean, and Zhuang by the China Ethnic Languages Translation Bureau."
newstest2018.zh-en.xml,039_content_94289496,4,据目击者称，事发时一声巨响，瞬时间一朵蘑菇云腾空而起。,"Eye witnesses said that there was a loud bang when the explosion occurred, and a mushroom cloud rose instantly."
wmttest2022.zh-en.xml,ecommerce_zh_xiaohongshu.com_76725405,16,说不定还能挽救一个人的生命！,We may bring back somebody to life with this skill.
newstest2020.zh-en.xml,chinanews.com.102532,8,肖千说，近年来，中印尼关系取得长足发展，两国政治互信不断增强、务实合作持续推进、各领域交流全面拓展，中印尼全面战略伙伴关系行稳致远。,"In recent years, considerable achievements have been made in Sino-Indonesian relations, the mutual political trust between the two countries has been strengthened, pragmatic cooperation has been promoted, and exchanges in various fields have been implemented, indicating that the comprehensive strategic partnership between China and Indonesia has been stable and promising, Xiao Qian said."
newstest2018.zh-en.xml,dailymail.co.uk.232928,10,昨晚来了不少，今天可能会更多。”,"More arrived last night, probably even more today.'"
newstest2021.zh-en.xml,chinanews.com.229737,24,唯有坚持把密切党群干群关系、增加人民福祉作为着眼点，把党建引领作为推动基层治理创新发展的根本途径，才能筑牢根基，让基层党组织拉得出去、顶得上来，基层党员干部赶得上来、冲得上去，推动基层治理有“魂”、有序、有力、有效。,"Only by persisting in focusing on the close relationship between the Party and the masses, increasing the well-being of the people, and taking the leadership of Party building as the fundamental way to promote the innovation and development of grassroots social governance can we build a firm foundation and make grassroots Party organizations stable, make grassroots Party members and cadres responsible, and make grassroots governance spiritual, orderly, powerful, and effective."
newstest2017.zh-en.xml,bbc.242334,33,他们将迎来季末地中海旅游潮。,They're banking on a late-season rush to the Mediterranean.
newstest2021.zh-en.xml,jingji_guancha_bao-zh-01.10338,20,从短期、中期、长期来看，郝毓盛对明中国公司赴美IPO继续持乐观态度。,"Hao Yusheng continues to be optimistic about US IPO’s for Chinese companies, whether in the short, medium, or long term."
wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-256_doc08,1,订单已多次延迟送货时间,The order has been delayed repeatedly.
newstest2018.zh-en.xml,cctv_news_1217,299,互联网创新里面很大程度上是说和我们经济各个领域、社会各个领域更深度得去结合，促进了更大范围的这种这种创新。,"of innovation on the Internet means that we should deepen our cooperation in all fields of our economy and in all fields of society, and promote such innovation in a wider range."
newstest2019.zh-en.xml,chinanews.com.1584,14,早晚出行体感偏凉，需适当增添衣物。,"People would feel cooler going out in the morning and evening, so it's necessary to add proper clothing."
newstest2018.zh-en.xml,alibaba_web_data_20180124,196,其中，村淘是阿里电商脱贫的主要承载平台，并走通了一条直供直销的互联网脱贫新链路。,"Rural Taobao, in particular, is a major platform to help eradicate poverty via e-commerce, and has opened up a new online direct supply and sales link to help eradicate poverty."
wmttest2023.zh-en.xml,chinese.dw.com.9579,5,在土耳其南部城市卡赫拉曼马拉什，在恶劣的严寒天气条件下，一个16岁的少年和一位70岁老妪也被成功营救。,"In the southern Turkish city of Kahramanmaras, in harsh and cold weather conditions, a 16-year-old boy and a 70-year-old woman were also successfully rescued."
newstest2018.zh-en.xml,cctv_news_1117,134,本台消息，明天出版的人民日报发表评论员文章开启全面建设社会主义现代化国家新征程，五论学习贯彻党的,"According to our news, tomorrow, People's Daily will release a commentary titled starting a new journey of building a socialist modern country"
newstest2020.zh-en.xml,chinanews.com.102914,10,公司也从口味创新、漫画包装设计等方面进一步挖掘品牌文化，以适应年轻一代消费群体的传承。,"The company also further explored its brand culture in terms of taste innovation, package animation, and other aspects to adapt its heritage to younger consumer groups."
newstest2017.zh-en.xml,sina0812.eladies.doc-ifxuxnpy9281477,10,而一旦离开那个被困住的情境，她感觉自己放松下来，重新获得了自由。,"And once he left the trapped situation, she felt relaxed and regained freedom."
newstest2020.zh-en.xml,chinanews.com.102791,2,保障妇女合法权益，是尊重和保障人权的体现，也是社会文明进步的重要标志。,"Safeguarding the legitimate rights and interests of women is an expression of respecting and protecting human rights, and also represents an important indicator of social civilization and progress."
newstest2019.zh-en.xml,chinanews.com.1242,12,零售方面，目前北京中石油、中石化加油站的92号和95号汽油价格分别是7.66元/升和8.15元/升。,"In terms of retail sales, the prices of gasoline at No. 92 and No. 95 of Beijing CNPC and Sinopec gas stations are 7.66 yuan/liter and 8.15 yuan/liter respectively."
wmttest2023.zh-en.xml,other-3-zh_0328063-185,1,小贵,Little costly
newstest2017.zh-en.xml,rt.com.45940,4,在最近入住期间，朗兹曼想在酒店提供的电话代码列表上找到以色列。,"During his recent stay, Lanzmann tried to find Israel in the list of dial codes provided by the hotel."
newstest2018.zh-en.xml,independent.181088,1,高品质生活：应用阁楼和巧妙设计，将伯爵宫小公寓打造为宽敞的家,Living the high life: mezzanine floor and clever design tricks have transformed this small Earls Court flat into a spacious home
