dataset,doc_id,seg_id,chinese,english,chinese_ZH-PY
newstest2017.zh-en.xml,ifeng0812.news.49766540_0,4,数据显示，最近１０年里，新西兰年均移民净流入数量为２.１８万人，年均人口自然增长数量为３.２３万人。,"Data shows that in the last 10 years, the average annual net inflow of immigrants in New Zealand is 21,800, with natural population growth of 32,300 people.",shu ju xian shi ， zui jin １０ nian li ， xin xi lan nian jun yi min jing liu ru shu liang wei ２.１８ wan ren ， nian jun ren kou zi ran zeng zhang shu liang wei ３.２３ wan ren 。
newstest2021.zh-en.xml,voa-voachinese.2104,8,维吉尼亚州的阿灵顿县星期五也加入了诉讼。,"On Friday, Virginia’s Arlington County also joined the lawsuit.",wei ji ni ya zhou de a ling dun xian xing qi wu ye jia ru le su song 。
wmttest2022.zh-en.xml,xinhua-zh-01.104145,12,这项发明在今年第44届瑞士日内瓦国际发明展中获得银奖。,"This invention was awarded with a golden prize in the 44th International Exhibition of Inventions in Geneva, Switzerland in this year.",zhe xiang fa ming zai jin nian di 44 jie rui shi ri nei wa guo ji fa ming zhan zhong huo de yin jiang 。
newsdev2017.zh-en.xml,peopledaily0812.energy.c71661-28631514,16,业内人士表示，核电站项目不仅有助于英国民众降低用电成本，而且将拉动当地经济、带动就业。,"According to insiders, projects of nuclear power stations are instrumental in the reduction of electricity cost for the British public, while at the same time driving local economy and employment.",ye nei ren shi biao shi ， he dian zhan xiang mu bu jin you zhu yu ying guo min zhong jiang di yong dian cheng ben ， er qie jiang la dong dang di jing ji 、 dai dong jiu ye 。
newsdev2017.zh-en.xml,ifeng0812.news.49767923_0,3,双方还将共同打造农村电子商务全国性示范城市，推动产业结构调整和优化升级。,"The two parties will also jointly make Leting a national demonstrative city for rural e-commerce and facilitate the adjustment, optimization and upgrading of the county's industrial structure.",shuang fang hai jiang gong tong da zao nong cun dian zi shang wu quan guo xing shi fan cheng shi ， tui dong chan ye jie gou tiao zheng he you hua sheng ji 。
newstest2021.zh-en.xml,chinanews.com.229793,2,2020-07-26 20:26:01 来源：中国新闻网 作者：岳川 责任编辑：岳川,2020-07-26 20:26:01 Source: chinanews.com Writer: Yue Chuan Editor Yue Chuan,2020-07-26 20:26:01  lai yuan ： zhong guo xin wen wang   zuo zhe ： yue chuan   ze ren bian ji ： yue chuan
newstest2019.zh-en.xml,qq.com.240,14,无数英烈以鲜血浇灌理想，用生命践行信仰，铭记他们的英名，传承他们的精神，就是守护民族的根与魂。,"Countless heroes and martyrs enrich ideals with blood, practice faith with life. To remember their names and inherit their spirit, is to protect the nation's root and soul.",wu shu ying lie yi xian xue jiao guan li xiang ， yong sheng ming jian xing xin yang ， ming ji ta men de ying ming ， chuan cheng ta men de jing shen ， jiu shi shou hu min zu de gen yu hun 。
newstest2019.zh-en.xml,chinanews.com.1625,7,只因过去生活在这座城市的人们饱受雾霾之苦，由此格外渴盼蓝天，而在北京打响“蓝天保卫战 ” ， 持续改善空气质量后，雾霾变少，蓝天增多，民众看在眼里喜在心上，获得的幸福感也是格外有份量。,"That's because they had been suffering from the fog and haze in this city in the past. They looked forward to the blue sky eagerly. After starting the ""Blue Sky Protection Campaign"" in Beijing to continuously improve the air quality, there were less fog and haze, but more blue skies. The residents were joyful to see this. And they felt so happy with it.",zhi yin guo qu sheng huo zai zhe zuo cheng shi de ren men bao shou wu mai zhi ku ， you ci ge wai ke pan lan tian ， er zai bei jing da xiang “ lan tian bao wei zhan  ” ，  chi xu gai shan kong qi zhi liang hou ， wu mai bian shao ， lan tian zeng duo ， min zhong kan zai yan li xi zai xin shang ， huo de de xing fu gan ye shi ge wai you fen liang 。
newstest2017.zh-en.xml,sina0812.tech.doc-ifxuxnai9861987-p3,1,自iPhoneSE惊艳亮相之后，手机市场也迎来了小屏机的热潮。,"Since the stunning debut of iPhoneSE, the mobile phone market also ushered in a small screen machine boom.",zi iPhoneSE jing yan liang xiang zhi hou ， shou ji shi chang ye ying lai le xiao ping ji de re chao 。
wmttest2023.zh-en.xml,digital_ebook_purchase-3-zh_0263846-153,5,举例既有国内的又有国外的;既有知名企业家或销售员又有名不见经传的人。,"There are both domestic and foreign entrepreneurs or salespeople, for example, as well as unknown individuals.",ju li ji you guo nei de you you guo wai de ; ji you zhi ming qi ye jia huo xiao shou yuan you you ming bu jian jing zhuan de ren 。
wmttest2022.zh-en.xml,social_zh_weibo.com_148754204,9,生理期前由于子宫充血和前列腺素释放过多，容易拉肚子。,Girls may have loose bowels before the menstruation due to metryperemia and too much release of prostaglandin.,sheng li qi qian you yu zi gong chong xue he qian lie xian su shi fang guo duo ， rong yi la du zi 。
newsdev2017.zh-en.xml,ifeng0812.news.49765487_0,4,现在我们打算用水泥浇筑堤坝，这样防洪护岸会更坚固，可以抵御50年一遇的洪水。”,"We're now planning to infill the dam with cement, and the flood prevention bank will be solid enough to withstand the worst flooding in 50 years.""",xian zai wo men da suan yong shui ni jiao zhu di ba ， zhe yang fang hong hu an hui geng jian gu ， ke yi di yu 50 nian yi yu de hong shui 。”
newstest2018.zh-en.xml,alibaba_web_data_20180124,225,区别于传统的大卖场、超市，盒马鲜生在很多消费者眼里是一家好玩好吃的“网红店”，甚至有中介机构打出了“盒区房”的概念。,"Unlike traditional hypermarkets and supermarkets, Hema Supermarket is, in the eyes of many consumers, a popular Internet store that is fun and has good food. Some intermediaries have even come up with the concept of “He district housing” (housing within a 3km radius of a Hema Supermarket).",qu bie yu chuan tong de da mai chang 、 chao shi ， he ma xian sheng zai hen duo xiao fei zhe yan li shi yi jia hao wan hao chi de “ wang hong dian ”， shen zhi you zhong jie ji gou da chu le “ he qu fang ” de gai nian 。
newstest2018.zh-en.xml,004_3810009,1,截至当日收盘，纽约商品交易所2016年8月交货的轻质原油期货价格上涨2.04美元，收于每桶46.80美元，涨幅为4.56%。,The price of light crude oil futures for August 2016 ended the day up US$2.04 or 4.56% at US$46.80 pbl on the New York Mercantile Exchange.,jie zhi dang ri shou pan ， niu yue shang pin jiao yi suo 2016 nian 8 yue jiao huo de qing zhi yuan you qi huo jia ge shang zhang 2.04 mei yuan ， shou yu mei tong 46.80 mei yuan ， zhang fu wei 4.56%。
wmttest2023.zh-en.xml,chinanews.com.280817,19,(人民日报 记者 颜 欢),(People's Day by day columnist Yan Huan),( ren min ri bao   ji zhe   yan   huan )
newstest2017.zh-en.xml,sina0812.news.doc-ifxuxnpy9305340,12,如，四川要求，各地公安派出所或者受委托的社区服务机构要严格执行核定的收费项目及收费标准，坚决禁止超范围、超标准收费或搭车收费。,"For example, Sichuan required the local police stations or commissioned community service agencies shall strictly enforce the approved fees and charges standard and resolutely prohibit over-range, over-standard fees or ride fees.",ru ， si chuan yao qiu ， ge di gong an pai chu suo huo zhe shou wei tuo de she qu fu wu ji gou yao yan ge zhi xing he ding de shou fei xiang mu ji shou fei biao zhun ， jian jue jin zhi chao fan wei 、 chao biao zhun shou fei huo da che shou fei 。
newstest2021.zh-en.xml,xinhua-zh-01.120581,4,九江市浔阳区人武部副部长王辉说，受洪灾影响，他们从25日开始，集中3天时间组织应征青年体检。,"Wang Hui, the vice director of the People’s Armed Forces Department of Xunyang District, Jiujiang City, Jiangxi Province, said that influenced by the flooding, they would organize physical examinations for the young people to be recruited within three days of July 25th.",jiu jiang shi xun yang qu ren wu bu fu bu zhang wang hui shuo ， shou hong zai ying xiang ， ta men cong 25 ri kai shi ， ji zhong 3 tian shi jian zu zhi ying zheng qing nian ti jian 。
newstest2019.zh-en.xml,chinanews.com.9951,8,展示的成果创新活跃、应用范围广、辐射带动作用大，反映了当时全球互联网领域最新、最重要的科技成果突破，体现了网络信息领域发展的速度和未来前景。,"The achievements exhibited are innovative, dynamic, widely applied and radiation-driven, reflecting the latest and most important breakthroughs of scientific and technological achievements in the global Internet field at that time, and reflecting the speed and future prospects of the development of the network information field.",zhan shi de cheng guo chuang xin huo yue 、 ying yong fan wei guang 、 fu she dai dong zuo yong da ， fan ying liao dang shi quan qiu hu lian wang ling yu zui xin 、 zui zhong yao de ke ji cheng guo tu po ， ti xian le wang luo xin xi ling yu fa zhan de su du he wei lai qian jing 。
wmttest2022.zh-en.xml,ecommerce_zh_jd.com_93697042,1,小编为大家带来欧米茄机械对表哪款好？,I’ll introduce which is the best pair of OMEGA mechanical watches?,xiao bian wei da jia dai lai ou mi jia ji xie dui biao na kuan hao ？
newstest2018.zh-en.xml,sogou_web_data_20180206,77,在嘉年华的现场，市民们除了可以选购心仪的农产品之外，还可参观展览区展出的本地特选新鲜农作物及幼鱼。,"At the carnival, in addition to being able to shop for the agricultural produce of their choice, residents can also visit the special selection of local fresh agricultural produce and fish fry on display at the exhibition area.",zai jia nian hua de xian chang ， shi min men chu le ke yi xuan gou xin yi de nong chan pin zhi wai ， hai ke can guan zhan lan qu zhan chu de ben di te xuan xin xian nong zuo wu ji you yu 。
newstest2017.zh-en.xml,reuters.165952,5,两人2015年缴纳了20.3%的联邦税。,They paid a federal effective tax rate of 20.3 percent in 2015.,liang ren 2015 nian jiao na le 20.3% de lian bang shui 。
newstest2020.zh-en.xml,nhan_dan-zh.330,5,欧盟委员会主席让-克洛德•容克表示，加强对接是上述主张的一部分，因为其给有关各国人民及经济带来利益。,President of the European Commission Jean-Claude Juncker said that enhanced cooperation was part of the above-mentioned proposition because it benefitted the peoples and economies of the countries concerned.,ou meng wei yuan hui zhu xi rang - ke luo de • rong ke biao shi ， jia qiang dui jie shi shang shu zhu zhang de yi bu fen ， yin wei qi gei you guan ge guo ren min ji jing ji dai lai li yi 。
newstest2020.zh-en.xml,chinanews.com.102737,6,据介绍，8克圆形金质纪念币为普制币，含纯金8克，直径22毫米，面额100元，成色99.9 % ， 最大发行量10000枚。,"The 8-gram round gold commemorative coin is a bullion coin containing 8 grams of gold that is 22 mm in diameter and has a face value 100 yuan, a purity of 99.9%, and a maximum circulation of 10,000 coins.",ju jie shao ，8 ke yuan xing jin zhi ji nian bi wei pu zhi bi ， han chun jin 8 ke ， zhi jing 22 hao mi ， mian e 100 yuan ， cheng se 99.9 % ，  zui da fa xing liang 10000 mei 。
newstest2018.zh-en.xml,dailymail.co.uk.233026,25,证据表明作为我们预防艾滋病毒和止传播这种致命的感染疾病的方法的一部分，这种药物可以带来怎么样的变革。,The evidence shows just how transformative this drug can be as part of our approach to HIV prevention and ending the transmission of this life-changing infection.,zheng ju biao ming zuo wei wo men yu fang ai zi bing du he zhi chuan bo zhe zhong zhi ming de gan ran ji bing de fang fa de yi bu fen ， zhe zhong yao wu ke yi dai lai zen me yang de bian ge 。
newstest2019.zh-en.xml,chinanews.com.9912,15,使馆将始终本着“以人为本”原则，持续关注此事，推动蒙方继续全力搜救，并为当事人家属提供最大限度的协助。,"The embassy would always follow the principle of ""people first"", sustain attention to this matter, push the Mongolian side to continue the all-out search and rescue operation and provide maximum assistance to the two persons' families.",shi guan jiang shi zhong ben zhe “ yi ren wei ben ” yuan ze ， chi xu guan zhu ci shi ， tui dong meng fang ji xu quan li sou jiu ， bing wei dang shi ren jia shu ti gong zui da xian du de xie zhu 。
newstest2017.zh-en.xml,cbsnews.146232,21,尽管拜尔斯坚称自己在常年占据冠军宝座的过程中并没有计划未来，但事实不完全是这样的。,"While Biles insisted she's never looked ahead during her long run at the top, that's not exactly true.",jin guan bai er si jian cheng zi ji zai chang nian zhan ju guan jun bao zuo de guo cheng zhong bing mei you ji hua wei lai ， dan shi shi bu wan quan shi zhe yang de 。
wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-168_doc03,1,我又在#PRS_ORG#对面等,Then I waited opposite to #PRS_ORG#.,wo you zai #PRS_ORG# dui mian deng
newstest2021.zh-en.xml,voa-voachinese.2098,23,刘易斯的遗体将被运送到阿拉巴马州的首府蒙哥马利。,"Then, Lewis’s remains will be shipped to Alabama’s capital city Montgomery.",liu yi si de yi ti jiang bei yun song dao a la ba ma zhou de shou fu meng ge ma li 。
newsdev2017.zh-en.xml,foxnews.68173,6,然而现在，当需要反对派施加比以往更多压力以在今年促成公民投票之时，并非全国人民都表现出同样的热情。,"Yet now, when the opposition needs to apply more pressure than ever to make the referendum happens this year, people across the country are not showing the same energy.",ran er xian zai ， dang xu yao fan dui pai shi jia bi yi wang geng duo ya li yi zai jin nian cu cheng gong min tou piao zhi shi ， bing fei quan guo ren min dou biao xian chu tong yang de re qing 。
newstest2018.zh-en.xml,sogou_web_data_20180206,36,这项研究由澳大利亚国立大学开展，完整结果发表在本月的英国《科学报告》杂志上。,This study was conducted by the Australian National University. The full results were published in this month’s UK based “Scientific Reports” magazine.,zhe xiang yan jiu you ao da li ya guo li da xue kai zhan ， wan zheng jie guo fa biao zai ben yue de ying guo 《 ke xue bao gao 》 za zhi shang 。
newstest2021.zh-en.xml,voa-voachinese.2105,9,星期五，成千上万的波兰人(其中大部分是妇女)在华沙和其他一些城市举行反对退出公约的抗议。,"On Friday, thousands of Polish people (mostly women) protested against withdrawing from the convention in Warsaw and other cities.",xing qi wu ， cheng qian shang wan de bo lan ren ( qi zhong da bu fen shi fu nv ) zai hua sha he qi ta yi xie cheng shi ju xing fan dui tui chu gong yue de kang yi 。
newstest2020.zh-en.xml,nikkei-.111,1,9月26日，百度宣布，在湖南省长沙市的特定公路上启动无人操作的“4级”完全自动驾驶出租车队Robotaxi的试运营。,"On September 26, Baidu announced that it would start trial operations of an unmanned “Level 4” full self-driving Robotaxi taxi fleet on certain roads in Changsha, Hunan Province.",9 yue 26 ri ， bai du xuan bu ， zai hu nan sheng zhang sha shi de te ding gong lu shang qi dong wu ren cao zuo de “4 ji ” wan quan zi dong jia shi chu zu che dui Robotaxi de shi yun ying 。
newstest2018.zh-en.xml,sogou_web_data_20180206,15,作为消费者权益保护的专门组织，中国消费者协会今年3月份和12月份两次约谈了共享单车企业。,"As a special organization protecting the interests of consumers, China Consumers Association met for talks with bike sharing enterprises in March and December this year.",zuo wei xiao fei zhe quan yi bao hu de zhuan men zu zhi ， zhong guo xiao fei zhe xie hui jin nian 3 yue fen he 12 yue fen liang ci yue tan le gong xiang dan che qi ye 。
newstest2017.zh-en.xml,bbc.242405,6,那段时间，品牌策略师使用‘RBS’来保护其它消费金融品牌。,"During that time, brand strategists have used 'RBS' to protect other consumer finance brands.",na duan shi jian ， pin pai ce lve shi shi yong ‘RBS’ lai bao hu qi ta xiao fei jin rong pin pai 。
wmttest2023.zh-en.xml,jingji_guancha_bao-zh-01.22009,14,在劳动力市场供需紧张，紧缩政策影响不明的情况下，我们认为美联储年末对于加息的指引是相对合理的，市场极端预期的调整和交易的拥挤或将对市场产生一定伤害。,"In the case of tight labor market supply and demand, the impact of tightening policy is unknown, we believe that the Fed's year-end guidance on rate hikes is relatively reasonable, the adjustment of extreme market expectations and the crowded trading may cause some harm to the market.",zai lao dong li shi chang gong xu jin zhang ， jin suo zheng ce ying xiang bu ming de qing kuang xia ， wo men ren wei mei lian chu nian mo dui yu jia xi de zhi yin shi xiang dui he li de ， shi chang ji duan yu qi de tiao zheng he jiao yi de yong ji huo jiang dui shi chang chan sheng yi ding shang hai 。
newstest2018.zh-en.xml,euronews-en.117981,11,英国警方已经表示，他们认为伦敦格伦费尔大楼的隔热和覆面板系统的问题可能是导致 6 月份火迅速蔓延的原因，这场大火造成约 80 人死亡大。,"In the UK, police have said they believe the system of insulation and cladding panels on London's Grenfell Tower may have contributed to the rapid spread of a fire there in June in which some 80 people died.",ying guo jing fang yi jing biao shi ， ta men ren wei lun dun ge lun fei er da lou de ge re huo fu mian ban xi tong de wen ti ke neng shi dao zhi  6  yue fen huo xun su man yan de yuan yin ， zhe chang da huo zao cheng yue  80  ren si wang da 。
newsdev2017.zh-en.xml,ifeng0812.news.49766292_0,8,报道称，日美之所以急于接近杜特尔特，是由于菲律宾正加紧推动与中国的双边磋商。,"According to the report, the reason why both Japan and the US are eager to keep close touch with Duterte is that the Philippines is intensifying its effort to enhance the bilateral negotiation with China.",bao dao cheng ， ri mei zhi suo yi ji yu jie jin du te er te ， shi you yu fei lv bin zheng jia jin tui dong yu zhong guo de shuang bian cuo shang 。
wmttest2023.zh-en.xml,baby_product-4-zh_0646696-122,2,整个杯子的颜色是我狠喜欢的，橘红色，虽然我家是男宝，但是还是觉得橘红配黄色很亮眼。,"The color of the entire cup is my favorite, orange red, and even though my family is all boys, I believe orange red and yellow are extremely appealing.",zheng ge bei zi de yan se shi wo hen xi huan de ， ju hong se ， sui ran wo jia shi nan bao ， dan shi hai shi jue de ju hong pei huang se hen liang yan 。
