dataset,doc_id,seg_id,chinese_ZH-PY
newstest2017.zh-en.xml,cbsnews.146232,21,jin guan bai er si jian cheng zi ji zai chang nian zhan ju guan jun bao zuo de guo cheng zhong bing mei you ji hua wei lai ， dan shi shi bu wan quan shi zhe yang de 。
wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-168_doc03,1,wo you zai #PRS_ORG# dui mian deng
newstest2021.zh-en.xml,voa-voachinese.2098,23,liu yi si de yi ti jiang bei yun song dao a la ba ma zhou de shou fu meng ge ma li 。
newsdev2017.zh-en.xml,foxnews.68173,6,ran er xian zai ， dang xu yao fan dui pai shi jia bi yi wang geng duo ya li yi zai jin nian cu cheng gong min tou piao zhi shi ， bing fei quan guo ren min dou biao xian chu tong yang de re qing 。
newstest2018.zh-en.xml,sogou_web_data_20180206,36,zhe xiang yan jiu you ao da li ya guo li da xue kai zhan ， wan zheng jie guo fa biao zai ben yue de ying guo 《 ke xue bao gao 》 za zhi shang 。
newstest2021.zh-en.xml,voa-voachinese.2105,9,xing qi wu ， cheng qian shang wan de bo lan ren ( qi zhong da bu fen shi fu nv ) zai hua sha he qi ta yi xie cheng shi ju xing fan dui tui chu gong yue de kang yi 。
newstest2020.zh-en.xml,nikkei-.111,1,9 yue 26 ri ， bai du xuan bu ， zai hu nan sheng zhang sha shi de te ding gong lu shang qi dong wu ren cao zuo de “4 ji ” wan quan zi dong jia shi chu zu che dui Robotaxi de shi yun ying 。
newstest2018.zh-en.xml,sogou_web_data_20180206,15,zuo wei xiao fei zhe quan yi bao hu de zhuan men zu zhi ， zhong guo xiao fei zhe xie hui jin nian 3 yue fen he 12 yue fen liang ci yue tan le gong xiang dan che qi ye 。
newstest2017.zh-en.xml,bbc.242405,6,na duan shi jian ， pin pai ce lve shi shi yong ‘RBS’ lai bao hu qi ta xiao fei jin rong pin pai 。
wmttest2023.zh-en.xml,jingji_guancha_bao-zh-01.22009,14,zai lao dong li shi chang gong xu jin zhang ， jin suo zheng ce ying xiang bu ming de qing kuang xia ， wo men ren wei mei lian chu nian mo dui yu jia xi de zhi yin shi xiang dui he li de ， shi chang ji duan yu qi de tiao zheng he jiao yi de yong ji huo jiang dui shi chang chan sheng yi ding shang hai 。
newstest2018.zh-en.xml,euronews-en.117981,11,ying guo jing fang yi jing biao shi ， ta men ren wei lun dun ge lun fei er da lou de ge re huo fu mian ban xi tong de wen ti ke neng shi dao zhi  6  yue fen huo xun su man yan de yuan yin ， zhe chang da huo zao cheng yue  80  ren si wang da 。
newsdev2017.zh-en.xml,ifeng0812.news.49766292_0,8,bao dao cheng ， ri mei zhi suo yi ji yu jie jin du te er te ， shi you yu fei lv bin zheng jia jin tui dong yu zhong guo de shuang bian cuo shang 。
wmttest2023.zh-en.xml,baby_product-4-zh_0646696-122,2,zheng ge bei zi de yan se shi wo hen xi huan de ， ju hong se ， sui ran wo jia shi nan bao ， dan shi hai shi jue de ju hong pei huang se hen liang yan 。
newstest2018.zh-en.xml,msnbc.53731,12,niu jin da xue sa mo wei er xue yuan fa yan ren zai dian zi you jian sheng ming zhong biao shi ：“ wo men yi zhi yu ying guo jing fang bao chi lian xi ， sui shi zhun bei an xu xie zhu mei guo diao cha ji gou 。”
newstest2018.zh-en.xml,cctv_news_1117,464,bao gao yun yong sheng dong xian huo de shu ju 、 an li ， xi tong tou che 、 shen ru qian chu ， zai xian chang ting zhong zhong yin qi qiang lie fan xiang 。
newstest2017.zh-en.xml,ifeng0812.news.49766908_0,16,di er ， yao xiang zai jin nian nian nei wan cheng jin nian de qu chan neng ren wu ， wo men hai shi yao chong fen fa hui xing zheng jian du he xing zheng jian cha de li liang 。
newsdev2017.zh-en.xml,ifeng0812.news.49768102_0,2,"jia shi yuan xia che hou , yi zai biao shi sha che bu hao yong , min jing shang qian jian cha fa xian zhe liang che de sha che que shi bu hao yong , min jing dui jia shi yuan de xing wei jin xing le pi ping , bing cha kou le zhe liang ji dong san lun che 。"
newsdev2017.zh-en.xml,ifeng0812.news.49767894_0,2,shi qing fa sheng zai pi zi bao zhong wu shi jian ， hai zi song wang yi yuan shi hai neng he jia ren shuo hua ， mu qian hai bu qing chu ju ti de shang shi 。
newstest2018.zh-en.xml,003_8425642,32,pi ping he zi wo pi ping shi yi ji liang yao ， shi dui tong zhi 、 dui zi ji de zhen zheng ai hu 。 kai zhan pi ping he zi wo pi ping xu yao yong qi he dang xing ， bu neng ba wo men fang shen zhi bing de wu qi gei diu diao le 。
newstest2021.zh-en.xml,hunan_ribao-zh.6028,2,hu nan ri bao · xin hu nan ke hu duan 7 yue 25 ri xun ( ben bao ji zhe )7 yue 25 ri ， you zhong yang guang bo dian shi zong tai cai jing jie mu zhong xin zhu ban de da xing rong mei ti xing dong 《 zou cun zhi bo kan tuo pin 》 cong jiang su xu zhou chu fa ， liang liang xie dai 5G xin mei ti yi dong yun zhi bo xi tong de da peng che zai xian chang jia bin mu song xia ， huan huan shi chu xian chang 。
newstest2019.zh-en.xml,chinanews.com.1394,4,shi ge 6 nian chong xin tiao zheng  2 ge xin shi ye qun chu xian 。
wmttest2022.zh-en.xml,social_zh_tieba.baidu.com_143145404,9,( san ) can jia zhong jia xie 、 ge sheng ji he bu men zao jia gong cheng shi 、 zao jia yuan ji xu jiao yu shou ke ， mei ban tian ke ren ding 10 ge xue shi ;
wmttest2023.zh-en.xml,office_product-5-zh_0488037-81,7,yi hou de shu ， dou zhuan yi zhen di dao zhe li mai le 。
newsdev2017.zh-en.xml,cnn.166883,11,zhe jiu shi yi yong da ma de kun jing 。
newstest2019.zh-en.xml,chinanews.com.1292,6,ta shuo ， lang man ji chang yuan wei fu tai de zhong guo you ke ti gong bian li ， bing lian he tai guo yi min ju zai man gu su wan na pu 、 lang man 、 qing mai 、 pu ji 、 he ai deng tai guo 5 da guo ji ji chang wei zhong guo you ke she li ru jing te bie tong dao 。
newstest2019.zh-en.xml,chinanews.com.1602,2,zong he bao dao ， yin du ni xi ya su la wei xi dao 9 yue 28 ri fa sheng 7.5 ji qian ceng di zhen ， chu fa 6 mi gao hai xiao 。
newstest2019.zh-en.xml,chinanews.com.1410,20,“ jia qiang shuang bian he zuo ， dui yu wo men lai shuo zhu yao shi ke ji fang mian de he zuo  。 ”
newstest2017.zh-en.xml,ifeng0812.news.49766058_0,2,mu qian quan guo zhi shao yi you 28 ge sheng fen ming que le jin tie fa fang biao zhun ， bu guo ge sheng shi fa fang de biao zhun bing bu yi yang ， er chong qing ze shi an gao wen gong zuo ri jin tie de fang shi ling qu gao wen jin tie 。
newstest2018.zh-en.xml,independent.181088,5,“ wo dang shi zheng zai zhao yu bao jia he shi de fang zi 。
newstest2017.zh-en.xml,sina0812.baby.doc-ifxtwiht3660934,1,zai xiao sheng ming lai dao zhe ge shi shang zhi hou ， ba ba ma ma men jiu yao dui zhe ge sheng ming fu ze ， zhe ge fu ze bu jin jin zai yu hai zi de shen ti jian kang shang ， hai zai yu jing shen de fa zhan shang ， ye jiu shi jiao yu 。
newstest2021.zh-en.xml,xinhua-zh-01.120235,3,bei jing yan yi ji tuan tou lu ， yi wei ju chang kai fang zuo hao chong fen zhun bei ， jiang you wu shi yu bu ju mu zhun bei lu xu deng chang 。
newstest2018.zh-en.xml,007_20180118c010ck,10,bei jing zui jin hai xuan bu ji hua chi zi 138 yi yuan ren min bi xiu jian yi ge ren gong zhi neng ke ji yuan ， jian cheng hou jiang you yu 400 jia qi ye zai na li luo hu ， ta men jiang zhuan zhu yu kai fa cong sheng wu ce ding dao zi dong jia shi qi che de ge zhong ren gong zhi neng ji shu 。
newstest2020.zh-en.xml,xinhua-zh-01.6314,9,yu hui fei zhou cheng yuan guo wai zhang gan xie zhong fang chang yi zhao kai ci ci hui yi ， zhu he xin zhong guo cheng li 70 zhou nian 。
wmttest2023.zh-en.xml,book-1-zh_0753489-203,5,ru guo pei song shi jian shi ni men kuai di yuan sui xin suo yu de xiang ji dian jiu ji dian song ， he bi jia xing xing nong ge shi jian rang ke hu xuan ze ？
newstest2018.zh-en.xml,cctv_news_1117,390,xi jin ping wen de hen zi xi 。
newstest2018.zh-en.xml,cctv_news_1117,537,meng gu 、 cang 、 wei wu er 、 ha sa ke 、 chao xian 、 yi 、 zhuang deng qi zhong shao shu min zu wen zi ban ， yi you zhong guo min zu yu wen fan yi ju fan yi
newstest2018.zh-en.xml,039_content_94289496,4,ju mu ji zhe cheng ， shi fa shi yi sheng ju xiang ， shun shi jian yi duo mo gu yun teng kong er qi 。
wmttest2022.zh-en.xml,ecommerce_zh_xiaohongshu.com_76725405,16,shuo bu ding hai neng wan jiu yi ge ren de sheng ming ！
newstest2020.zh-en.xml,chinanews.com.102532,8,xiao qian shuo ， jin nian lai ， zhong yin ni guan xi qu de chang zu fa zhan ， liang guo zheng zhi hu xin bu duan zeng qiang 、 wu shi he zuo chi xu tui jin 、 ge ling yu jiao liu quan mian tuo zhan ， zhong yin ni quan mian zhan lve huo ban guan xi xing wen zhi yuan 。
newstest2018.zh-en.xml,dailymail.co.uk.232928,10,zuo wan lai le bu shao ， jin tian ke neng hui geng duo 。”
newstest2021.zh-en.xml,chinanews.com.229737,24,wei you jian chi ba mi qie dang qun gan qun guan xi 、 zeng jia ren min fu zhi zuo wei zhuo yan dian ， ba dang jian yin ling zuo wei tui dong ji ceng zhi li chuang xin fa zhan de gen ben tu jing ， cai neng zhu lao gen ji ， rang ji ceng dang zu zhi la de chu qu 、 ding de shang lai ， ji ceng dang yuan gan bu gan de shang lai 、 chong de shang qu ， tui dong ji ceng zhi li you “ hun ”、 you xu 、 you li 、 you xiao 。
newstest2017.zh-en.xml,bbc.242334,33,ta men jiang ying lai ji mo di zhong hai lv you chao 。
newstest2021.zh-en.xml,jingji_guancha_bao-zh-01.10338,20,cong duan qi 、 zhong qi 、 chang qi lai kan ， hao yu sheng dui ming zhong guo gong si fu mei IPO ji xu chi le guan tai du 。
wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-256_doc08,1,ding dan yi duo ci yan chi song huo shi jian
newstest2018.zh-en.xml,cctv_news_1217,299,hu lian wang chuang xin li mian hen da cheng du shang shi shuo he wo men jing ji ge ge ling yu 、 she hui ge ge ling yu geng shen du de qu jie he ， cu jin le geng da fan wei de zhe zhong zhe zhong chuang xin 。
newstest2019.zh-en.xml,chinanews.com.1584,14,zao wan chu xing ti gan pian liang ， xu shi dang zeng tian yi wu 。
newstest2018.zh-en.xml,alibaba_web_data_20180124,196,qi zhong ， cun tao shi a li dian shang tuo pin de zhu yao cheng zai ping tai ， bing zou tong le yi tiao zhi gong zhi xiao de hu lian wang tuo pin xin lian lu 。
wmttest2023.zh-en.xml,chinese.dw.com.9579,5,zai tu er qi nan bu cheng shi ka he la man ma la shen ， zai e lie de yan han tian qi tiao jian xia ， yi ge 16 sui de shao nian he yi wei 70 sui lao yu ye bei cheng gong ying jiu 。
newstest2018.zh-en.xml,cctv_news_1117,134,ben tai xiao xi ， ming tian chu ban de ren min ri bao fa biao ping lun yuan wen zhang kai qi quan mian jian she she hui zhu yi xian dai hua guo jia xin zheng cheng ， wu lun xue xi guan che dang de
newstest2020.zh-en.xml,chinanews.com.102914,10,gong si ye cong kou wei chuang xin 、 man hua bao zhuang she ji deng fang mian jin yi bu wa jue pin pai wen hua ， yi shi ying nian qing yi dai xiao fei qun ti de chuan cheng 。
newstest2017.zh-en.xml,sina0812.eladies.doc-ifxuxnpy9281477,10,er yi dan li kai na ge bei kun zhu de qing jing ， ta gan jue zi ji fang song xia lai ， chong xin huo de le zi you 。
newstest2020.zh-en.xml,chinanews.com.102791,2,bao zhang fu nv he fa quan yi ， shi zun zhong he bao zhang ren quan de ti xian ， ye shi she hui wen ming jin bu de zhong yao biao zhi 。
newstest2019.zh-en.xml,chinanews.com.1242,12,ling shou fang mian ， mu qian bei jing zhong shi you 、 zhong shi hua jia you zhan de 92 hao he 95 hao qi you jia ge fen bie shi 7.66 yuan / sheng he 8.15 yuan / sheng 。
wmttest2023.zh-en.xml,other-3-zh_0328063-185,1,xiao gui
newstest2017.zh-en.xml,rt.com.45940,4,zai zui jin ru zhu qi jian ， lang zi man xiang zai jiu dian ti gong de dian hua dai ma lie biao shang zhao dao yi se lie 。
newstest2018.zh-en.xml,independent.181088,1,gao pin zhi sheng huo ： ying yong ge lou he qiao miao she ji ， jiang bo jue gong xiao gong yu da zao wei kuan chang de jia
newstest2019.zh-en.xml,chinanews.com.1649,5,ben ci jiang shui zhu yao she ji fang zhi pin ； shi cai 、 tao ci 、 bo li zhi pin ； bu fen gang tie ji jian jin shu zhi pin ； ji dian she bei ji ling bu jian ， ru jin shu jia gong ji xie 、 fang zhi ji xie 、 gong cheng ji xie 、 shu bian dian she bei 、 dian gong qi cai 、 yi qi yi biao deng ； zi yuan xing shang pin ji chu ji jia gong pin ， ru fei jin shu kuang 、 wu ji hua xue pin 、 mu cai ji zhi zhi pin 、 bao yu shi deng 。
wmttest2022.zh-en.xml,social_zh_zhihu.com_67972878,19,zai liang du fang mian ， da pin pai ji guang dian shi ke yi da dao 2000 yi shang de liu ming 。
newstest2020.zh-en.xml,chinanews.com.102864,26,fang dui zheng wei wang qian jie shao ， fang dui dui yuan quan bu lai zi wu jing bei jing zong dui  — —  zhe shi yi zhi you zhe guang rong chuan tong de bu dui ， xian hou dan fu guo kai guo da dian 、 li ci guo qing qing dian 、 li jie dang de quan guo dai biao da hui an bao ji shou du fan kong wei wen deng zhong da ren wu ， pei yu chu “ guo qi wei shi  ” “  wei guo ying xiong zhong dui ” deng yi da pi ying mo ji ti he ge ren ， xian hou you 50 duo ge dan wei he ge ren bei guo wu yuan 、 zhong yang jun wei ji wu jing bu dui shou yu rong yu cheng hao 。
newstest2020.zh-en.xml,xinhua-zh-01.6608,2,qing zhu zhong hua ren min gong he guo cheng li 70 zhou nian wai guo zhuan jia zhao dai hui 27 ri wan zai ren min da hui tang ju xing ， zhong gong zhong yang zheng zhi ju chang wei 、 guo wu yuan fu zong li han zheng chu xi bing zhi ci 。
newstest2020.zh-en.xml,jingji_guancha_bao-zh-01.230,6,qu nian 9 yue 18 ri ， sai li si gong gao cheng ， gong si liu wen hao deng qi wei ji hua zeng chi de gao guan ren yuan yi lei ji zeng chi gong si gu fen 39.43 wan gu （ zhan gong si zong gu ben de 0.1922 % ） ， zeng chi jin e he ji 702.29 wan yuan ， ben ci zeng chi ji hua yi shi shi wan cheng 。
newstest2018.zh-en.xml,cctv_news_1117,107,xue xi guan che dang de shi jiu da jing shen zhong yang xuan jiang tuan dong yuan hui yi hao zai jing zhao kai ， zhong gong zhong yang zheng zhi ju chang wei 、 zhong yang shu ji chu shu ji wang hu ning chu xi hui yi bing jiang hua 。
newstest2018.zh-en.xml,055_197067,3,dang di wang you fa bu de shi pin xian shi ， bao zha xian chang nong yan gun gun ， bing ban you xiang sheng 。
newstest2019.zh-en.xml,chinanews.com.1509,17,shu ju fang mian ， ku li chu chang 20 fen zhong de dao 21 fen 4 ge zhu gong ， tang pu sen san fen qiu 4 zhong 3 de dao 17 fen ， du lan te 16 fen ， de li ke sen ti bu deng chang na xia 10 fen 。
newstest2018.zh-en.xml,cctv_news_1217,198,nu li ba wo men sheng yu si 、 chang yu si de zhe ge xing qiu jian cheng yi ge he mu de da jia ting ， ba shi jie ge guo ren min dui mei hao sheng huo de xiang wang bian cheng xian shi 。
newstest2019.zh-en.xml,chinanews.com.1537,21,“ an shi jian shun xu man man kan xia lai ， gan dao zhong guo yi bu yi bu zou lai ， yue lai yue qiang da ， ling shen zai yi xiang de wo men te bie zhen fen  ” ，  liu yuan ji shuo 。
newstest2017.zh-en.xml,ifeng0812.news.49767888_0,2,dan ta men de sheng zhang su du ji qi huan man ， you shi 1 nian zhi zhang yue 1 li mi ， zhe ti shi ge ling lan sha ke neng you zhe ge wai zhang de shou ming 。
